pm25_BETR012,Date,pm25_BETR001,pm25_BETN043,pm25_BETB011,pm10_BETR012,pm10_BETR001,pm10_BETN043,pm10_BETB011,pm10_BETWOL1
77.75,2008-09-29 00:00:00,9.125,16.5,13.34999996375,28.5,49.375,19.875,70.25,39.125
117.125,2008-09-30 00:00:00,9.625,55.125,13.34999996375,29.5,52.375,19.25,70.25,24.375
112.5,2008-10-01 00:00:00,7.875,55.625,6.5125000475,26.625,50.625,39.875,76.875,33.5
61.04999971125,2008-10-02 00:00:00,22.25,40.875,6.5125000475,28.75,45.625,63.75,82.0,41.125
86.13750076125,2008-10-03 00:00:00,30.5,14.25,6.5125000475,32.375,40.125,59.875,73.875,34.0
84.40000057125,2008-10-04 00:00:00,26.25,19.0,6.5125000475,34.125,46.875,33.625,27.625,43.875
39.62500000125,2008-10-05 00:00:00,19.625,24.625,6.5125000475,40.25,80.125,26.75,27.25,23.125
36.8500001425,2008-10-06 00:00:00,23.375,48.375,6.5125000475,40.0,105.0,68.875,21.375,32.625
89.1875,2008-10-07 00:00:00,31.625,80.5,6.5125000475,45.5,78.875,52.5,15.75,19.875
93.73750019,2008-10-08 00:00:00,27.375,108.25,6.5125000475,28.125,92.25,55.125,18.0,21.625
85.98750018999999,2008-10-09 00:00:00,29.5,75.4249992375,10.150000035,55.625,66.0,52.375,34.625,25.375
85.94999980875,2008-10-10 00:00:00,23.0,60.6125006675,10.0625,57.875,28.25,27.375,44.125,37.0
80.96250057375,2008-10-11 00:00:00,12.125,80.87500095375,10.3875000475,65.625,16.25,13.75,29.875,41.875
22.36250019,2008-10-12 00:00:00,14.75,41.8625001925,7.587500155,57.625,11.125,16.25,26.5,32.125
25.7124998575,2008-10-13 00:00:00,14.125,42.88750028375,4.4875000425,25.125,33.625,29.75,34.0,29.25
33.275000095,2008-10-14 00:00:00,31.875,51.0624995225,6.750000001249999,23.5,51.5,32.625,35.625,33.25
25.287499905,2008-10-15 00:00:00,33.625,98.51250076125,10.22499996375,17.25,32.375,56.625,31.625,33.25
35.98750019125,2008-10-16 00:00:00,37.375,65.18750071625,10.0125001675,11.5,24.75,37.25,40.5,26.5
24.7875001425,2008-10-17 00:00:00,25.125,105.65000152875,15.94999981,14.125,25.75,52.875,33.375,49.5
12.98750019,2008-10-18 00:00:00,27.875,98.10000133625,21.150000095000003,30.125,56.375,44.75,24.875,58.875
7.7375000125,2008-10-19 00:00:00,42.375,56.61249923625,7.6125000125,42.5,34.375,44.875,19.125,67.375
12.58749997625,2008-10-20 00:00:00,38.5,25.125,5.800000010000001,23.625,43.0,47.375,18.375,50.875
19.4125001425,2008-10-21 00:00:00,43.75,38.4750001425,11.13749987,21.25,29.75,36.875,35.25,38.0
7.81249994,2008-10-22 00:00:00,24.5,43.87499976125,13.56249988125,23.75,21.75,58.375,29.75,30.125
7.450000017500001,2008-10-23 00:00:00,32.375,34.750000477499995,8.037499963750001,33.75,15.625,33.25,37.875,29.625
30.36250018875,2008-10-24 00:00:00,26.625,25.700000285,25.98750019,25.875,22.875,32.25,30.5,20.375
17.35000002375,2008-10-25 00:00:00,19.375,21.462500095,25.05000019,32.875,33.625,22.375,31.625,52.25
41.24999952375,2008-10-26 00:00:00,22.875,10.375,8.75000006,27.125,51.25,45.875,43.5,53.75
66.71250009625,2008-10-27 00:00:00,37.0,19.08749973875,30.62499976125,18.625,48.875,47.875,39.875,46.375
52.2125005725,2008-10-28 00:00:00,33.875,27.63749957125,31.537499905,15.375,27.5,36.25,53.125,23.5
52.13750028625,2008-10-29 00:00:00,31.75,18.60000002375,63.8499994275,16.125,30.5,27.25,24.625,24.25
44.91249942625,2008-10-30 00:00:00,20.125,14.787499905,26.8624999525,28.75,41.375,48.625,39.125,27.625
22.1000001425,2008-10-31 00:00:00,30.25,29.3999998575,28.1499998575,26.875,29.625,50.125,28.875,50.375
14.21250021375,2008-11-01 00:00:00,33.25,17.05000007125,17.2625000475,39.75,44.625,27.75,25.5,77.375
15.08749997625,2008-11-02 00:00:00,24.625,44.074999331250005,16.11250007125,24.0,26.375,31.375,24.375,121.625
17.262499572499998,2008-11-03 00:00:00,34.5,66.08750009625,30.462500095,27.625,43.25,49.375,47.125,122.125
11.41249990625,2008-11-04 00:00:00,56.5,68.96250009625,43.02500057375,36.125,17.0,76.375,33.5,68.875
25.21249961875,2008-11-05 00:00:00,68.25,71.62500095499999,43.4874997125,37.75,24.0,62.0,33.375,71.25
28.5125001675,2008-11-06 00:00:00,41.875,64.887498855,28.67499995125,44.375,29.875,52.375,25.375,88.125
39.16250038375,2008-11-07 00:00:00,35.625,33.0625,22.38749981,20.75,52.625,46.5,34.875,41.75
31.66249966625,2008-11-08 00:00:00,18.875,48.337500095,21.5249998575,37.625,35.875,26.375,35.625,65.25
20.0874998575,2008-11-09 00:00:00,19.625,61.462500095,11.67499983375,28.25,32.0,20.25,25.5,95.5
31.44999980875,2008-11-10 00:00:00,14.0,34.73750043125,13.537499905,18.25,31.5,38.125,42.375,96.0
52.6625003825,2008-11-11 00:00:00,40.5,36.91249990375,7.212500095,20.5,36.375,80.5,78.0,107.5
30.56250000125,2008-11-12 00:00:00,47.875,26.87500000125,12.52499997625,44.625,35.875,61.0,43.25,105.25
46.38750028625,2008-11-13 00:00:00,47.75,24.125000475,19.825000285,39.625,28.0,25.125,47.0,105.25
32.22499966625,2008-11-14 00:00:00,22.5,27.4500000475,11.13750016625,29.625,71.75,18.75,31.75,21.25
17.987499715,2008-11-15 00:00:00,26.625,28.96249985625,8.92500019,22.25,75.25,25.625,35.25,38.0
22.662499905,2008-11-16 00:00:00,29.75,22.87499976125,14.51250016625,31.125,77.75,33.5,21.375,31.375
33.9249999525,2008-11-17 00:00:00,45.625,32.2750005725,13.4250000125,30.375,49.25,88.25,38.0,39.875
31.07499981,2008-11-18 00:00:00,77.375,32.2375006675,16.037499904999997,23.0,44.5,113.375,57.0,38.875
24.01249981,2008-11-19 00:00:00,99.625,48.4875006675,10.20000004875,30.125,29.375,118.5,61.0,19.125
35.000000477499995,2008-11-20 00:00:00,109.625,44.6499996175,16.3875000475,53.5,28.75,92.0,30.75,13.875
51.63749933125,2008-11-21 00:00:00,61.91250086,44.82499933,15.27499997625,69.625,28.125,59.75,25.5,16.375
63.1750006675,2008-11-22 00:00:00,60.3250002875,36.1250004775,24.37499952375,41.25,58.5,87.25,31.75,24.375
20.0249998575,2008-11-23 00:00:00,79.94999981000001,68.06249904500001,15.11249983375,37.75,54.25,44.375,42.25,21.5
12.4500000475,2008-11-24 00:00:00,43.82499933125,62.199999332500006,27.7874996675,28.0,47.125,44.125,73.5,11.75
25.487499715,2008-11-25 00:00:00,43.98749923625,55.76250028625,21.537499905,29.5,26.0,67.5,100.0,36.625
18.78750002375,2008-11-26 00:00:00,61.02499866375,58.86250019125001,13.77499997625,21.5,29.25,117.5,123.375,36.0
24.950000403750003,2008-11-27 00:00:00,91.15000057125,19.61249983375,14.19999992875,29.625,32.875,78.625,76.375,63.375
15.075000285000002,2008-11-28 00:00:00,61.9124989525,33.86250019125,17.2000000475,49.375,58.75,119.875,63.625,73.625
8.16249996625,2008-11-29 00:00:00,104.83749961875,45.1874995225,23.3250000475,51.125,101.625,121.125,90.875,66.125
8.15000009375,2008-11-30 00:00:00,100.4625005725,46.07499980875,18.2250001425,29.375,115.25,73.75,43.75,64.5
22.98750007125,2008-12-01 00:00:00,55.875,39.2875003825,9.787499905,24.375,114.875,57.125,44.625,54.25
20.8250000475,2008-12-02 00:00:00,22.7625000475,47.86250019,9.8250000475,27.0,64.375,30.875,64.0,43.125
28.7625005225,2008-12-03 00:00:00,36.224999905,61.67500162125,19.3750002375,33.875,72.875,50.75,107.625,26.25
25.962500095,2008-12-04 00:00:00,35.2624993325,72.3000006675,25.5,60.625,81.75,59.5,80.25,35.875
14.46249997625,2008-12-05 00:00:00,40.7125000975,27.987499715,35.62499928375,86.5,40.0,68.0,110.625,51.0
36.662499905,2008-12-06 00:00:00,40.25000000125,19.8125002375,35.27499961875,132.0,43.625,25.75,95.125,64.625
52.08750057375,2008-12-07 00:00:00,19.07499981,33.57499980875,44.61250019125,90.75,106.875,13.875,65.75,62.125
15.924999714999998,2008-12-08 00:00:00,9.712500095,23.224999905,36.44999980875,65.0,92.625,26.375,28.125,28.125
32.087500096250004,2008-12-09 00:00:00,12.42500007125,33.0750000475,10.8250000475,93.375,112.875,44.625,41.5,29.625
28.3125002375,2008-12-10 00:00:00,24.4125001425,19.6375000475,9.8249999875,43.875,107.5,44.5,41.625,26.25
51.5625,2008-12-11 00:00:00,18.94999969125,18.33749997625,6.524999977499999,41.5,67.125,14.125,34.0,25.5
48.45000052625,2008-12-12 00:00:00,10.43749994,30.8125002375,11.837500095,50.625,23.75,41.0,45.375,17.125
29.025000095000003,2008-12-13 00:00:00,34.037499665000006,32.612499475,11.11250007125,120.75,25.25,22.875,31.75,34.625
6.899999975,2008-12-14 00:00:00,31.76249957,40.3999993775,19.64999973875,62.25,42.125,72.5,20.375,23.5
14.26250016625,2008-12-15 00:00:00,47.0874996175,33.13749980875,28.04999995125,99.875,31.125,78.875,14.0,36.0
6.9375000625,2008-12-16 00:00:00,80.6250009525,47.40000009625,23.13749992875,87.625,43.75,113.25,25.25,47.5
5.84999999375,2008-12-17 00:00:00,64.98750018999999,61.46249914,28.36250019,65.875,28.125,95.25,27.0,45.625
21.9874999525,2008-12-18 00:00:00,61.400000095,36.72500038125,16.5,24.125,11.5,85.125,12.375,42.375
34.42500019,2008-12-19 00:00:00,57.049999715,57.97499943,8.625,34.875,11.25,40.0,43.625,26.375
39.32499980875,2008-12-20 00:00:00,43.23750019,43.724999905,8.53750008375,36.875,21.25,54.875,45.25,39.5
40.59999990375,2008-12-21 00:00:00,27.7999999525,51.67500066875,11.63750004875,29.0,25.875,71.25,85.375,72.875
87.9375,2008-12-22 00:00:00,38.950000285,54.34999895125,9.38750004625,39.5,8.875,42.25,85.875,47.75
88.61250019125,2008-12-23 00:00:00,45.474999905,29.73750007125,9.10000002375,27.25,26.875,68.0,66.125,58.125
70.18749999875,2008-12-24 00:00:00,56.8750004775,28.1749999525,9.40000021375,13.625,46.25,28.625,58.625,37.125
61.96250009375,2008-12-25 00:00:00,52.86250066875,21.81249988125,9.90000003625,10.75,39.5,28.0,58.25,30.625
16.41250002375,2008-12-26 00:00:00,23.8124997625,13.6000001425,19.662499905,21.125,76.5,38.0,36.875,38.0
47.21250009625,2008-12-27 00:00:00,31.33750033375,40.7374997125,19.26249981,24.5,93.0,49.25,40.25,51.5
59.06249952375,2008-12-28 00:00:00,23.93750011875,63.7749989025,10.849999845,10.375,71.625,33.375,47.25,36.125
49.6875004775,2008-12-29 00:00:00,21.2999999525,47.69999981,6.1374999875,16.625,91.125,38.75,51.75,37.375
67.424999715,2008-12-30 00:00:00,13.0750000475,52.2250003825,5.9875000125,42.125,91.125,35.875,58.125,59.125
35.900000215,2008-12-31 00:00:00,29.33749985625,97.10000038125,6.1749999525,22.125,49.125,57.125,23.875,73.375
68.88749885625,2009-01-01 00:00:00,21.5,103.11250019125,5.800000011250001,52.625,43.75,51.375,32.5,63.875
36.94999980875,2009-01-02 00:00:00,35.2000002875,45.74999976375,4.712499975,76.125,46.125,52.25,31.375,33.375
41.8624997125,2009-01-03 00:00:00,34.799999475,112.4624996175,3.98749999875,55.75,61.25,43.375,28.125,27.125
48.0,2009-01-04 00:00:00,53.86250066875,42.08750105,11.85000008375,52.0,64.75,99.75,27.125,35.75
48.587500095,2009-01-05 00:00:00,39.537499905,31.25000023875,35.0,44.625,27.25,85.375,31.875,38.125
19.4249999525,2009-01-06 00:00:00,28.30000019125,30.67500019125,36.837500095,35.0,29.375,68.75,30.5,43.125
37.51249980875,2009-01-07 00:00:00,43.71249961875,28.4999995225,8.662499904999999,30.625,30.25,68.875,35.625,18.125
21.6499998575,2009-01-08 00:00:00,62.912499905,64.22499943,12.0750000475,36.625,25.875,32.875,35.125,25.5
19.78750038,2009-01-09 00:00:00,41.8000006675,78.312500955,7.9750000225,47.625,26.625,40.125,55.125,27.125
21.0375001425,2009-01-10 00:00:00,55.76249980625,68.08749962125,7.02500003625,65.0,35.625,82.125,42.875,33.625
12.92500030875,2009-01-11 00:00:00,39.59999990375,97.35000133625,10.8125,28.125,22.5,61.0,47.375,43.625
12.06249988125,2009-01-12 00:00:00,28.250000237500004,37.275000095,15.03750002375,33.875,35.75,50.5,48.25,46.25
45.98750019,2009-01-13 00:00:00,37.92500019124999,37.87499976125,9.44999998875,29.875,43.875,50.5,68.875,30.125
43.83750009625,2009-01-14 00:00:00,40.39999961875,77.72499942875,10.17500013,26.125,55.125,62.75,72.75,55.75
25.5499999525,2009-01-15 00:00:00,38.262500285,47.05000019125,12.212500095,24.125,41.75,89.0,51.125,73.5
23.0499999525,2009-01-16 00:00:00,34.73749995125,58.51249981,15.6749999525,29.5,40.125,83.5,65.25,81.25
15.01249981,2009-01-17 00:00:00,49.6125001925,53.42500019125,21.4249999525,31.125,49.125,62.25,31.5,70.125
15.525000095,2009-01-18 00:00:00,63.63750076375,63.29999923625,40.8374996175,33.0,70.75,40.75,35.75,70.5
14.674999714999998,2009-01-19 00:00:00,70.46249914125,23.19999992875,46.07500028625,32.75,58.0,37.0,52.125,49.875
22.9874999525,2009-01-20 00:00:00,31.12499999875,53.3000006675,45.98750019125,48.75,57.75,55.125,49.0,64.75
18.77499997625,2009-01-21 00:00:00,16.549999715,30.43749976125,35.53749990625,44.125,58.25,24.375,37.375,50.25
18.6000001425,2009-01-22 00:00:00,31.51249980875,25.7250001425,34.28750038,43.875,30.125,36.75,43.125,49.125
23.8500001425,2009-01-23 00:00:00,20.13750016625,19.474999905,33.0375001425,38.625,48.625,33.0,51.375,28.125
19.4249999525,2009-01-24 00:00:00,33.26250004875,23.57499980875,18.26249981,60.125,50.5,46.375,75.625,24.75
18.349999905,2009-01-25 00:00:00,20.07499981,58.78749990625,23.69999981,69.75,45.375,53.375,42.125,26.375
25.6624996675,2009-01-26 00:00:00,13.36250007125,51.474999905,27.7124998575,43.375,36.75,77.625,34.25,25.625
27.4375002375,2009-01-27 00:00:00,15.2625000475,41.949999332500006,21.69999981,59.125,58.75,45.5,34.0,12.875
25.38749981,2009-01-28 00:00:00,28.79999995125,26.525000095000003,25.912499905,28.5,64.125,78.125,24.0,36.25
8.51249987,2009-01-29 00:00:00,30.4624996175,19.1499998575,14.2749998575,30.0,72.5,99.625,41.125,52.5
6.48750008625,2009-01-30 00:00:00,38.3375003325,24.8750002375,11.099999965,48.5,36.625,120.625,35.5,56.5
7.049999951249999,2009-01-31 00:00:00,34.10000038125,16.87499964375,26.7374999525,47.125,17.75,98.375,22.0,48.75
7.049999951249999,2009-02-01 00:00:00,35.18749976125,16.87499964375,19.92500019,35.375,38.75,98.375,27.375,110.375
7.049999951249999,2009-02-02 00:00:00,50.8625006675,17.625,22.2499997625,42.125,35.625,75.875,29.25,104.5
7.049999951249999,2009-02-03 00:00:00,61.02500009625,22.19999981,32.4874999525,56.375,40.625,71.625,40.875,88.875
18.587500095,2009-02-04 00:00:00,44.77499914125,22.0,25.11875009625,77.625,18.5,64.125,42.625,105.5
18.587500095,2009-02-05 00:00:00,48.9124994275,22.17500019,31.33750033375,38.875,25.75,81.875,44.875,43.625
18.587500095,2009-02-06 00:00:00,40.13749981,22.2625000475,35.53749966625,28.25,23.25,23.875,36.75,22.125
31.6124999525,2009-02-07 00:00:00,55.9750003825,32.17499995375,39.1562495225,33.375,42.5,33.625,77.0,20.875
15.3125,2009-02-08 00:00:00,49.67500066625,34.91249990375,48.1937494275,25.875,38.0,34.75,81.0,23.125
13.01249998875,2009-02-09 00:00:00,34.4125006225,15.7625000475,57.337500095,39.5,48.125,36.0,76.75,24.125
16.2124998575,2009-02-10 00:00:00,13.625,14.00000011875,64.02500057249999,26.25,38.25,13.75,68.625,68.5
11.2499998225,2009-02-11 00:00:00,20.36250007125,14.07499992875,48.27499961875,22.0,61.375,64.0,49.5,82.125
15.61250007125,2009-02-12 00:00:00,19.825000166250003,20.4125001425,32.72499966625,25.125,87.375,131.875,56.5,73.625
20.1625001425,2009-02-13 00:00:00,14.8999998575,27.21249961875,50.48750019,33.375,94.125,255.375,71.75,96.5
18.162499905,2009-02-14 00:00:00,11.56249988125,43.775000095,46.51875042875,34.75,79.375,91.625,49.125,30.0
29.83749961875,2009-02-15 00:00:00,26.1124999525,21.212500095000003,43.2562503825,43.125,86.625,203.125,30.0,40.625
14.86250007125,2009-02-16 00:00:00,49.99999999875,21.9875004275,24.56875014125,35.5,63.0,115.0,29.75,86.875
9.97500002375,2009-02-17 00:00:00,54.9874997125,36.08750033375,39.4249999525,29.75,69.375,52.5,26.75,47.0
15.787499905,2009-02-18 00:00:00,47.63749981,37.58749985875,21.93749988125,52.125,52.625,218.875,16.75,65.125
26.849999905,2009-02-19 00:00:00,69.05000019,42.37500024,15.543750285000002,79.5,51.875,72.125,23.25,69.0
27.9874999525,2009-02-20 00:00:00,93.19999980875,16.72500002375,28.925000428750003,44.625,30.0,51.75,44.5,72.5
9.6000001425,2009-02-21 00:00:00,99.212498665,25.6374995725,33.412500621250004,49.5,25.0,52.5,63.125,31.5
26.7124998575,2009-02-22 00:00:00,93.6875,23.2625000475,26.2750003325,39.75,26.5,65.0,56.25,53.0
26.7124998575,2009-02-23 00:00:00,94.81250095375,15.23750019,33.27500009625,65.5,28.375,63.375,60.875,25.125
13.849999905,2009-02-24 00:00:00,34.37500047875,19.987499715,35.081250430000004,69.5,18.25,84.875,110.375,22.375
19.4374997625,2009-02-25 00:00:00,21.73750019,22.212500095,42.20000076375,47.0,41.75,78.625,124.5,21.375
18.025000095,2009-02-26 00:00:00,21.2625000475,31.662499905,57.0374994275,26.125,87.625,108.125,55.625,15.875
18.92500019,2009-02-27 00:00:00,19.47500026125,18.475000261250003,88.78125,24.625,75.75,106.625,113.875,18.625
26.150000095000003,2009-02-28 00:00:00,52.34999942625,14.40000003625,122.4000005725,26.5,68.25,63.75,43.0,67.625
16.262500285,2009-03-01 00:00:00,75.71250057125,21.7499997625,85.71250009625,24.0,109.5,88.625,25.5,49.5
17.10000038,2009-03-02 00:00:00,74.27500057124999,20.26249981,12.900000155,13.25,109.625,91.875,28.375,42.625
14.849999905,2009-03-03 00:00:00,96.67499923625,28.412499905,10.693750262500002,18.5,51.25,78.875,29.625,31.75
14.2124998575,2009-03-04 00:00:00,95.999999045,20.02499973875,24.3062498575,35.625,118.375,84.5,39.625,23.125
15.05000007125,2009-03-05 00:00:00,32.28749990375,18.85000002375,15.77499997625,48.25,55.0,83.75,69.25,27.375
14.92500007125,2009-03-06 00:00:00,74.92500019125,35.57499957,16.0874998575,54.75,19.375,83.625,84.875,32.625
15.1749999525,2009-03-07 00:00:00,81.13749885625,21.3500001425,16.28125,57.125,20.625,116.125,73.0,31.75
15.63749992875,2009-03-08 00:00:00,46.32499980875,23.88749981,21.1062500475,109.875,35.875,111.375,107.5,26.375
20.462500095,2009-03-09 00:00:00,56.08749961875,24.5624997625,18.04374992875,110.375,31.25,54.375,27.0,24.75
23.424999715,2009-03-10 00:00:00,64.5999994275,32.599999905000004,25.38750004875,55.0,66.125,40.0,73.375,32.75
48.86250019,2009-03-11 00:00:00,66.33749914125,34.9999997625,97.67500019125,101.5,80.25,34.125,96.75,30.0
49.52500009375,2009-03-12 00:00:00,47.549999715,30.48750042875,73.11249971125,35.375,78.375,48.625,54.25,26.625
50.10000038,2009-03-13 00:00:00,38.50000000125,29.599999665,59.66874980875,21.875,108.25,79.5,61.125,31.875
43.67500019125,2009-03-14 00:00:00,20.887500285,25.625,32.78750038125,22.125,33.625,55.0,76.125,35.25
41.3374996175,2009-03-15 00:00:00,24.7625000475,19.38749981,44.46875000125,33.0,69.0,45.875,73.0,30.625
31.6375000475,2009-03-16 00:00:00,17.850000023750002,20.224999905,26.4062497625,56.375,94.375,33.625,40.375,13.5
27.4249999525,2009-03-17 00:00:00,17.774999620000003,15.7999999525,28.18750000125,86.625,48.75,37.5,61.5,9.125
14.51249992875,2009-03-18 00:00:00,43.150000095,22.275000095,36.58124971375,85.25,85.375,35.125,31.375,19.125
22.1750004275,2009-03-19 00:00:00,49.25000000125,23.3374998575,59.29374980875,92.5,70.375,45.0,25.25,21.875
21.1250002375,2009-03-20 00:00:00,49.5750002875,31.837500336249995,38.08125019125,90.75,77.125,50.625,31.25,29.375
11.1875,2009-03-21 00:00:00,31.8125004775,34.087500095,54.27500105125,69.25,44.375,48.875,22.75,47.75
15.30000007125,2009-03-22 00:00:00,24.424999715,41.7374997125,53.40000105125,93.875,62.0,31.5,30.125,25.0
13.1375000475,2009-03-23 00:00:00,17.962499976249998,53.19999980875,23.4562499525,52.625,30.125,33.5,62.75,26.75
13.48749983375,2009-03-24 00:00:00,21.962500095,36.21249985625,16.91250002375,61.75,22.625,74.875,57.25,35.0
10.06250011875,2009-03-25 00:00:00,23.03749966625,57.19999980750001,12.3875000475,71.375,25.625,75.625,40.625,49.5
10.1749999525,2009-03-26 00:00:00,27.31249976125,48.287499905,20.31875002375,78.0,48.0,46.25,36.875,27.75
12.94999992875,2009-03-27 00:00:00,13.11250007125,41.474999905,23.287499905,32.75,46.875,57.875,29.875,23.75
11.73750007125,2009-03-28 00:00:00,25.2500002375,33.599999905,7.681250035,53.375,71.625,47.0,28.375,29.5
10.57499992875,2009-03-29 00:00:00,24.224999905,19.60000014375,6.4562499525,28.625,53.5,20.625,34.0,31.875
13.6875,2009-03-30 00:00:00,24.724999905,27.20000028625,6.243750036250001,22.25,37.625,27.375,39.375,23.75
9.712500095,2009-03-31 00:00:00,28.52500009375,18.837500095,8.6000001425,27.125,30.0,47.25,29.625,27.625
7.93749994125,2009-04-01 00:00:00,32.012500285,19.56250011875,21.650000095,19.25,25.0,51.5,32.375,34.5
8.4374998825,2009-04-02 00:00:00,35.80000019125,24.875,30.81250047875,21.5,24.875,52.25,41.0,45.625
9.22499996375,2009-04-03 00:00:00,31.474999905,20.78750002375,21.55000019,55.0,32.5,34.25,33.375,38.0
15.349999905,2009-04-04 00:00:00,10.94999992875,20.4750001425,17.61874997625,49.375,34.75,26.5,35.125,22.625
14.91250002375,2009-04-05 00:00:00,10.80000007125,19.5874998575,20.75625002375,36.0,26.0,38.625,38.875,25.375
13.6124999525,2009-04-06 00:00:00,16.3374998575,14.92500013,17.38125002375,33.125,35.0,79.5,43.375,29.625
8.5624998225,2009-04-07 00:00:00,22.250000237500004,15.275000095,17.612499952500002,28.0,33.875,66.5,38.375,29.125
9.41250002375,2009-04-08 00:00:00,36.962500095,26.26249981125,41.9999995225,24.875,48.625,38.375,19.875,17.75
9.26249992875,2009-04-09 00:00:00,31.650000095000003,16.71249997625,36.23124981,31.75,44.5,42.125,16.875,28.0
11.27499997625,2009-04-10 00:00:00,20.0,19.5874998575,32.21875,32.375,51.125,27.5,23.25,21.625
11.27499997625,2009-04-11 00:00:00,34.47500038125,14.91250002375,35.15625,25.75,59.125,36.5,25.5,28.375
12.17500007125,2009-04-12 00:00:00,29.8125002375,15.25000011875,39.35625028625,32.5,34.75,43.25,36.75,25.625
9.9874999525,2009-04-13 00:00:00,39.01249980875,15.36250030875,22.4750001425,32.375,17.75,32.5,51.125,22.375
10.75,2009-04-14 00:00:00,18.20000004875,18.587500095,31.70000028625,31.625,19.75,31.625,29.75,46.0
14.43749988125,2009-04-15 00:00:00,23.6875,19.1625001425,20.05000007125,27.25,28.75,37.5,31.375,28.0
11.41250002375,2009-04-16 00:00:00,23.1875002375,16.30000019,34.9187502875,27.375,33.5,45.0,40.25,24.375
12.86249983375,2009-04-17 00:00:00,14.53750002375,14.962500095,36.875,34.25,43.625,32.0,63.5,25.125
13.01249992875,2009-04-18 00:00:00,21.7000000475,18.150000095,20.1437494775,32.5,25.5,37.375,34.875,24.375
19.400000095,2009-04-19 00:00:00,23.375,17.32500016625,17.01249992875,15.0,30.625,47.875,31.75,21.875
44.36249923625,2009-04-20 00:00:00,34.19999980875,17.5375001425,24.4437501425,14.375,37.0,45.875,33.0,20.875
52.83749961875,2009-04-21 00:00:00,22.3250000475,16.22500038,30.0312502375,20.75,59.125,39.75,30.125,24.625
20.4624998575,2009-04-22 00:00:00,14.39999997625,22.662499905,30.46875,24.625,58.5,37.5,29.0,24.5
19.8250000475,2009-04-23 00:00:00,19.27499997625,20.2999999525,21.51874983375,33.875,41.625,27.375,32.5,34.375
21.9375,2009-04-24 00:00:00,20.66250002375,19.28750002375,16.78750026125,42.875,29.75,57.375,39.0,43.125
25.662499905,2009-04-25 00:00:00,30.12500023875,16.374999881249998,10.19375002375,28.125,34.75,48.125,46.75,58.75
