pm25_BETR012,Date,pm25_BETR001,pm25_BETN043,pm25_BETB011,pm10_BETR012,pm10_BETR001,pm10_BETN043,pm10_BETB011,pm10_BETWOL1
63.40625047625,2010-08-14 00:00:00,32.91874933375,97.89999866625,11.974999845,37.6875,33.6875,50.8125,57.1875,26.875
15.6250002375,2010-08-15 00:00:00,32.08749938125,25.46250033375,8.943750082500001,37.375,30.875,48.8125,29.1875,17.25
30.64375019125,2010-08-16 00:00:00,27.67500019125,44.23750019,22.40625,20.125,15.5625,23.8125,19.5625,14.3125
30.8624999525,2010-08-17 00:00:00,47.549999715,57.56249999875,28.41249990375,14.25,24.1875,38.75,19.5625,30.5
20.89999997625,2010-08-18 00:00:00,68.55625057375,66.96250009625,15.643749715,23.75,42.3125,56.9375,25.875,50.75
21.70625019,2010-08-19 00:00:00,43.75000047625,60.0062494275,5.287500025,32.6875,28.0,52.375,33.5,26.3125
19.02499973875,2010-08-20 00:00:00,58.63749980875,45.525000095,10.28125005875,47.125,47.0625,45.0625,23.4375,22.8125
25.03125,2010-08-21 00:00:00,33.881249905000004,50.71250057375,26.3562495725,43.875,54.625,36.8125,46.5,15.8125
23.0062501425,2010-08-22 00:00:00,13.08749997625,40.037499905,49.59375000125,28.625,40.9375,33.75,46.6875,15.75
16.424999952500002,2010-08-23 00:00:00,26.1749999525,35.00625014375,44.50625014375,21.0625,39.375,35.375,39.5,23.875
19.206249715,2010-08-24 00:00:00,38.9375000025,41.4624996175,13.587499856249998,21.4375,55.125,39.0625,39.0,33.6875
25.32500004875,2010-08-25 00:00:00,16.499999881249998,34.181250335,14.5812499525,27.875,76.1875,43.3125,52.9375,25.125
41.07500005,2010-08-26 00:00:00,9.85624992875,36.593749045,12.537499905,32.1875,55.375,19.1875,73.375,19.125
27.650000095000003,2010-08-27 00:00:00,16.137500047499998,26.13749945125,6.32499998625,17.5,84.4375,19.8125,60.125,22.1875
45.4375,2010-08-28 00:00:00,22.59375,24.3374998575,5.86875003625,40.75,46.0625,37.625,61.875,24.875
38.56249952125,2010-08-29 00:00:00,19.1312501425,22.9125001425,9.44375002375,40.125,15.125,14.875,54.9375,24.125
14.79374992875,2010-08-30 00:00:00,20.206249715,51.675001145,9.54374992875,33.9375,41.1875,17.1875,33.1875,7.625
33.47499990375,2010-08-31 00:00:00,32.04374981,58.15625095375,4.95000005,34.0,46.125,92.125,22.375,26.25
41.82500028625,2010-09-01 00:00:00,34.0124993325,67.8812503825,8.42500001125,49.0,11.8125,79.5625,44.6875,47.875
20.006249905,2010-09-02 00:00:00,18.99374997625,57.31249952375,6.149999975,73.5,21.1875,53.3125,37.3125,48.375
27.3374998575,2010-09-03 00:00:00,23.7000000475,32.86874961875,6.0,56.625,31.1875,67.0625,17.625,35.8125
36.74375009625,2010-09-04 00:00:00,17.143749952500002,17.6625001425,8.26250005,63.0625,21.8125,56.4375,17.75,23.625
30.50000000125,2010-09-05 00:00:00,17.1375000475,43.37500047625,9.15625000125,46.375,21.1875,43.4375,28.25,26.8125
66.86875009375,2010-09-06 00:00:00,29.45624983125,54.481250285,15.912499905,28.5625,46.0,43.75,29.625,36.4375
38.9812500475,2010-09-07 00:00:00,44.48749971375,39.65000057375,23.5249996175,27.5625,50.125,47.625,21.5625,43.0
16.625000356250002,2010-09-08 00:00:00,30.49375009625,54.5000004775,18.33125019,40.75,23.125,39.8125,23.3125,32.8125
35.08124971375,2010-09-09 00:00:00,15.28749978625,59.475001335,14.125000118750002,26.4375,30.625,20.5,38.75,23.875
25.73750019,2010-09-10 00:00:00,10.25625002375,67.9375004775,16.506249786250002,13.875,21.4375,23.4375,31.6875,21.875
22.6187498575,2010-09-11 00:00:00,13.6124999525,92.56249904625,23.28125023875,22.4375,17.75,61.9375,30.25,34.5625
10.01874989125,2010-09-12 00:00:00,28.2250001425,40.20000028625,13.05000007125,27.0,34.25,51.25,28.8125,29.5625
19.75625026125,2010-09-13 00:00:00,38.881249905,47.99374962,9.2687500125,26.8125,45.375,40.0625,23.1875,32.6875
8.537499964999999,2010-09-14 00:00:00,25.29374969,49.41250038374999,17.47499984625,18.9375,32.1875,58.1875,18.625,47.875
16.9124996675,2010-09-15 00:00:00,23.712500095000003,47.13750028625,7.2125000375,30.5,23.75,49.5,41.0625,53.4375
16.5937502375,2010-09-16 00:00:00,14.7312500475,43.25000000125,5.11250007375,35.5625,17.375,34.5625,47.4375,29.0625
14.0874998575,2010-09-17 00:00:00,11.68124997625,28.91249990375,6.2312500475000006,22.9375,17.6875,51.8125,27.3125,41.125
13.75,2010-09-18 00:00:00,8.63125008375,22.2499997625,10.53750002375,31.5625,25.0625,99.8125,22.875,66.1875
7.5750000475,2010-09-19 00:00:00,7.93750005875,27.61875009625,15.04374992875,27.8125,41.0,40.25,18.5625,77.0625
7.91874998875,2010-09-20 00:00:00,40.09375,42.66250038375,22.2374999525,21.4375,30.875,37.625,18.375,19.375
9.437499881249998,2010-09-21 00:00:00,47.4562497125,34.2687504275,25.8125002375,19.5,22.0625,56.125,40.5625,29.4375
12.4812500475,2010-09-22 00:00:00,42.03125047875,33.77500009625,34.293749811249995,48.6875,22.375,57.25,39.75,54.9375
20.5687501425,2010-09-23 00:00:00,25.275000095,18.4500000475,11.5187499525,49.0625,27.0625,66.4375,18.9375,63.4375
22.07499992875,2010-09-24 00:00:00,19.900000095,17.631249905,6.16249996375,25.625,26.375,25.5625,22.9375,50.4375
23.7874996675,2010-09-25 00:00:00,30.70624947625,11.46875,5.537499963749999,19.8125,10.75,49.375,21.0625,39.1875
11.79374992875,2010-09-26 00:00:00,43.23124981125,15.72500002375,4.51250010875,18.0625,26.1875,35.25,31.1875,38.3125
32.1749992375,2010-09-27 00:00:00,33.681250095,28.5,8.006249905,25.25,59.0625,22.8125,17.6875,32.4375
15.7937500475,2010-09-28 00:00:00,24.35625016625,25.7999999525,6.8062500337500005,38.75,57.6875,44.5,12.5625,30.8125
19.643749715,2010-09-29 00:00:00,16.406250118750002,32.86249995125,8.993750125,35.875,47.25,25.125,29.5,32.3125
15.50625002375,2010-09-30 00:00:00,22.275000095000003,13.38125002375,3.8874999875,19.0,31.125,32.375,47.1875,26.875
28.11874985625,2010-10-01 00:00:00,34.33124995375,38.91874957125,6.024999945,22.1875,33.0625,33.5625,55.875,26.0
22.506249905,2010-10-02 00:00:00,24.59374976125,18.3062498575,6.8812499625,19.9375,43.8125,22.875,41.3125,17.625
32.8062498575,2010-10-03 00:00:00,41.6437506675,20.06874978625,5.2687499825,29.125,48.5625,23.625,36.6875,19.8125
29.80624938,2010-10-04 00:00:00,54.63749933,16.756249905,21.862499715,13.0625,40.5,26.0,52.6875,18.375
66.22499942500001,2010-10-05 00:00:00,48.57500028625,33.09999990375,19.13749969125,12.8125,25.375,56.375,42.0625,30.875
88.78749847374999,2010-10-06 00:00:00,32.82499980875,20.98750007125,4.94999989875,32.8125,25.3125,49.0,29.0625,42.8125
67.95624971375,2010-10-07 00:00:00,52.55625057499999,33.243749855000004,12.5625002375,40.3125,38.3125,66.1875,21.5625,50.9375
69.72500085749999,2010-10-08 00:00:00,92.83749962,29.80000019125,10.88750016625,43.3125,35.125,36.6875,26.5,49.25
31.3125,2010-10-09 00:00:00,40.8437500025,64.187499045,9.58125019,31.125,36.8125,12.4375,37.5625,33.3125
26.487499715,2010-10-10 00:00:00,33.28124999875,82.9375009525,9.562500118750002,31.6875,57.125,39.3125,33.0,20.1875
14.06875002375,2010-10-11 00:00:00,52.75624990375,65.67500066625,17.899999501249997,39.0625,58.8125,54.3125,42.5625,40.1875
7.88125008375,2010-10-12 00:00:00,59.05624961625001,69.6499991425,18.84375,47.9375,30.4375,38.625,55.75,43.4375
10.46875011875,2010-10-13 00:00:00,67.98124980875001,39.5500006675,29.099999905,39.25,52.3125,52.4375,51.6875,24.25
17.94999981,2010-10-14 00:00:00,17.58125007125,39.33750033374999,17.7062499525,31.8125,85.5,53.4375,36.1875,37.125
22.2812497625,2010-10-15 00:00:00,37.50625038125,17.7625000475,19.0812499525,22.75,94.75,76.3125,56.25,41.4375
35.91249966625,2010-10-16 00:00:00,30.95625018875,11.66874981,37.4750001425,29.0,18.5625,90.5,97.0625,48.1875
38.55000019249999,2010-10-17 00:00:00,17.312499881249998,13.8250000475,30.88124990625,35.875,35.0,31.1875,43.125,56.1875
26.70625019,2010-10-18 00:00:00,23.34375,23.375,24.06874990625,45.6875,59.9375,45.6875,38.0,37.0625
31.8125002375,2010-10-19 00:00:00,24.3124997625,32.087500334999994,32.912499905,45.75,68.25,52.1875,54.125,33.25
13.54374992875,2010-10-20 00:00:00,26.7250001425,47.33125019249999,40.16874980875,56.375,57.125,46.1875,60.4375,36.125
26.95624971375,2010-10-21 00:00:00,27.2000000475,47.11874961625,39.68749904375,50.75,47.4375,37.1875,69.3125,24.75
16.599999905,2010-10-22 00:00:00,20.9187500475,36.31249928375,24.393749712500004,38.875,46.125,25.9375,24.0,23.875
17.9937498575,2010-10-23 00:00:00,20.712500095,37.43749976125,18.7937500475,57.4375,40.0625,18.375,41.9375,19.3125
44.843750238750005,2010-10-24 00:00:00,28.23124980875,17.181250095,5.787500055,98.0,31.4375,29.375,37.875,9.3125
66.76249933375,2010-10-25 00:00:00,42.8125,32.625,4.71875003125,42.9375,31.6875,44.375,27.625,15.5
57.3000001925,2010-10-26 00:00:00,58.0062494275,22.706249715,6.54375010875,37.4375,32.75,30.375,31.125,19.9375
62.9812493325,2010-10-27 00:00:00,55.31250000125,26.98750018875,9.412499965,51.8125,31.3125,37.375,37.75,19.3125
46.55000066875,2010-10-28 00:00:00,40.56874990375,60.3249998075,9.0437501075,61.5625,23.3125,14.875,34.4375,20.25
47.181250095,2010-10-29 00:00:00,13.27499997625,64.19375038125,9.28125005875,69.4375,22.875,20.25,31.9375,7.5625
49.34375000125,2010-10-30 00:00:00,34.34375023875,54.13749980875,8.0437500475,25.5625,19.8125,20.6875,25.0,9.8125
38.7937500475,2010-10-31 00:00:00,44.33125019125,57.2999997125,21.9812500475,43.0,34.0,18.8125,26.0625,14.125
24.5062496675,2010-11-01 00:00:00,21.96875,43.7687497125,17.87499988125,41.1875,43.1875,70.5625,31.25,11.1875
20.918750285,2010-11-02 00:00:00,32.06250000125,51.02499961875,13.60624998875,29.5625,64.6875,37.25,41.25,21.625
10.4250000125,2010-11-03 00:00:00,39.78125,49.6562500025,17.6000001425,33.625,59.8125,64.375,42.8125,24.375
72.7625007625,2010-11-04 00:00:00,43.19999981,54.706249713750005,40.81874990375,23.4375,24.5,22.625,58.5,32.5
82.32499981125,2010-11-05 00:00:00,72.25624990375,29.64999961875,35.637500285,34.0,31.125,48.625,41.5625,21.6875
119.493748665,2010-11-06 00:00:00,52.03124952125,23.306250095000003,7.068750023750001,31.3125,51.25,23.375,20.75,37.1875
85.60624980875,2010-11-07 00:00:00,21.01250016625,64.4874982825,19.224999905,23.8125,48.625,29.75,42.125,41.125
82.31249904625,2010-11-08 00:00:00,34.806250095,75.53750085875001,18.9500000475,24.3125,28.5625,28.75,50.3125,28.0625
59.60625052375,2010-11-09 00:00:00,28.7500002375,110.03750038125,22.87500011875,29.25,39.5625,39.9375,24.6875,31.8125
16.5874998575,2010-11-10 00:00:00,23.256249905,81.04374885375,27.5625002375,45.75,41.3125,29.4375,29.5,31.8125
15.76249992875,2010-11-11 00:00:00,21.75625038125,71.33750009625,25.8749997625,35.4375,64.875,54.9375,48.125,23.625
45.318749905,2010-11-12 00:00:00,17.00625002375,77.14375019,22.12499988125,54.3125,87.0,58.5,40.8125,32.875
40.68124962,2010-11-13 00:00:00,10.025000095,25.037499903750003,10.9562499525,36.6875,33.5,79.6875,86.6875,33.125
15.0625,2010-11-14 00:00:00,21.47500002375,24.4062502375,8.85000002375,15.125,40.875,86.625,69.3125,60.5
22.212500095,2010-11-15 00:00:00,16.96875,37.79375004875,17.43125021375,36.75,40.8125,86.75,25.8125,81.9375
24.4500000475,2010-11-16 00:00:00,15.974999905,47.787499905,20.7562496675,46.25,27.9375,106.6875,44.625,63.1875
23.02500033375,2010-11-17 00:00:00,11.47500002375,39.8187501425,26.5875003325,18.75,25.1875,49.875,37.8125,73.8125
36.412499905,2010-11-18 00:00:00,9.34374994125,18.5750000475,15.26875007125,26.4375,26.3125,69.0,29.1875,53.0
63.02500009625,2010-11-19 00:00:00,7.7374999525,29.48749947625,27.69375038125,35.5,10.5,35.125,12.75,37.4375
75.29374981,2010-11-20 00:00:00,10.6124999525,25.9125001425,20.474999905,29.8125,25.125,19.75,25.25,30.1875
61.56874990375,2010-11-21 00:00:00,21.29374981,40.08125019,11.806250095,72.875,28.5,57.875,16.1875,13.75
67.318751335,2010-11-22 00:00:00,22.4062502375,39.28750014375,9.51249992875,54.875,20.9375,54.25,32.75,13.875
21.0125000475,2010-11-23 00:00:00,27.450000285,70.48124981125,11.16250002375,17.875,19.625,104.4375,28.875,24.4375
36.6937501425,2010-11-24 00:00:00,27.618750332500003,70.2687501925,41.53750062125,40.8125,10.375,75.75,22.875,31.4375
50.4562501925,2010-11-25 00:00:00,34.70000028625,54.36250066875,59.89375066875,28.8125,10.25,43.8125,24.0,39.6875
45.85624981,2010-11-26 00:00:00,39.89374995125,20.46875011875,57.1999993325,26.1875,16.5,50.625,12.8125,36.625
35.768750190000006,2010-11-27 00:00:00,20.043750285,41.07500028625,52.549999713750005,19.875,15.75,30.625,15.875,32.9375
48.91874933125,2010-11-28 00:00:00,21.3500001425,60.26249980875,24.6812498575,17.75,25.8125,69.1875,22.6875,35.9375
58.25624990375,2010-11-29 00:00:00,30.69374966625,77.99375200374999,35.91249990375,12.25,29.75,88.8125,21.25,18.625
34.81875014125,2010-11-30 00:00:00,23.7499996425,49.58125019,29.66249990375,22.1875,42.625,73.625,34.125,29.75
40.53750038375,2010-12-01 00:00:00,33.31250071625,38.84999990375,43.125,19.8125,26.625,68.875,35.875,19.25
40.86249995125,2010-12-02 00:00:00,32.46250081125,63.53750085875,29.581249715,15.125,50.1875,94.3125,43.1875,30.9375
48.32500028625,2010-12-03 00:00:00,50.96250009625,57.24375057125,48.69374990375,13.25,24.3125,78.5625,25.0625,55.5625
30.78749990625,2010-12-04 00:00:00,90.17500019125,38.025000095,48.4750003825,7.3125,32.6875,63.5,35.1875,71.125
14.706249714999998,2010-12-05 00:00:00,90.6500005725,39.82499980875,65.1624994275,12.875,31.5,58.5625,38.8125,56.9375
14.60000002375,2010-12-06 00:00:00,73.35000228875,62.11250019,34.687500238750005,12.375,35.8125,100.5625,35.375,58.5
19.4624998575,2010-12-07 00:00:00,72.67500209875001,50.3312506675,27.3999998575,21.8125,31.9375,111.8125,29.0,47.5
19.06875026125,2010-12-08 00:00:00,36.46250033375,25.7812502375,55.91875028625,25.0,41.125,79.9375,34.625,54.0
15.18124997625,2010-12-09 00:00:00,29.106250285,16.1062500475,75.75624990625,31.875,41.625,79.3125,38.3125,47.3125
13.77499997625,2010-12-10 00:00:00,10.66875016625,18.8500001425,77.12500000124999,32.1875,70.75,42.375,70.0625,50.0625
33.21875,2010-12-11 00:00:00,8.068749905,19.38750016625,59.95000028625,33.25,92.5625,23.625,90.5625,30.3125
30.937500237500004,2010-12-12 00:00:00,18.3125,24.91249990625,51.35625028625,40.625,76.0,79.0625,73.8125,22.5
44.41875028625,2010-12-13 00:00:00,23.46250009625,18.587500095,36.66250038125,21.125,89.9375,99.1875,90.9375,19.6875
24.5125000475,2010-12-14 00:00:00,41.43750095625,18.07499981,25.7999999525,28.1875,40.9375,137.0625,44.125,73.5
22.11250007125,2010-12-15 00:00:00,43.63749981,38.950000765,14.7437498575,32.8125,46.125,110.875,41.125,83.75
35.40000009625,2010-12-16 00:00:00,40.09999966625,45.7687506675,21.59374964375,27.75,19.875,124.6875,23.1875,112.375
19.58125019,2010-12-17 00:00:00,35.40000033375,35.168750405000004,18.73124992875,33.125,12.8125,82.4375,14.375,85.875
27.36250019,2010-12-18 00:00:00,27.66874945125,17.5562498575,16.66875016625,32.875,15.75,40.1875,18.1875,88.875
41.94374990375,2010-12-19 00:00:00,29.8875000475,37.018749715,14.65625,46.25,30.75,133.375,27.125,70.125
41.093749998750006,2010-12-20 00:00:00,24.4999997625,36.30625009625,13.625,86.9375,52.25,153.1875,41.4375,23.3125
74.112501145,2010-12-21 00:00:00,17.36250007125,26.15625,15.91874992875,90.8125,59.25,87.5625,58.9375,21.375
74.35625076250001,2010-12-22 00:00:00,54.8499994275,30.62499976125,10.962500095,84.3125,45.5,46.8125,52.25,54.3125
23.381249905,2010-12-23 00:00:00,68.90624952375,53.08124971375,9.95625013125,83.0,42.375,59.25,35.5625,51.3125
23.081249715,2010-12-24 00:00:00,63.16874980875,36.0624995225,7.65624994125,33.0625,40.5,58.8125,43.875,22.5
36.743750335,2010-12-25 00:00:00,64.49999952375,75.48750019,8.52500009375,36.875,21.75,21.5,22.375,30.125
35.806250335,2010-12-26 00:00:00,64.89999914124999,44.75624990375,9.78750026125,15.5625,34.875,70.4375,36.375,29.375
29.99375009375,2010-12-27 00:00:00,56.2625002875,37.293750525,8.375,9.9375,24.1875,58.875,24.25,13.625
30.49999999875,2010-12-28 00:00:00,52.17500019249999,40.1812505725,12.47500002375,20.5,41.5,200.5625,36.6875,41.4375
53.70624923625,2010-12-29 00:00:00,45.68125057374999,55.18124962,20.41875016625,31.1875,70.875,96.0625,60.3125,46.125
52.29999923625,2010-12-30 00:00:00,45.53125000125,44.37499976375,12.4562499525,37.0,79.3125,113.4375,76.5,77.75
39.8687500975,2010-12-31 00:00:00,27.7312500475,37.91250014375,6.75624996625,43.0,63.0,28.75,66.875,70.0625
34.23125052625,2011-01-01 00:00:00,14.681250035,37.9749999025,5.3562499875,35.5625,66.6875,64.0,68.4375,69.0625
44.8624997125,2011-01-02 00:00:00,78.08749866375001,57.66250085875,6.712500005,35.75,56.9375,157.9375,55.6875,18.9375
45.7062497125,2011-01-03 00:00:00,86.15000057249999,36.0687503825,7.862499953749999,32.75,66.75,213.625,65.0,32.1875
27.86250019125,2011-01-04 00:00:00,121.6437492375,30.00000023875,13.84375,29.375,58.8125,117.5625,61.25,42.875
22.6312501425,2011-01-05 00:00:00,91.38749981,39.56874990375,12.5125000475,32.1875,61.5625,123.0625,62.5625,62.5625
16.406249881249998,2011-01-06 00:00:00,81.51875018999999,48.60000038125,14.681250095,24.125,34.3125,143.625,37.3125,44.0
16.13125002375,2011-01-07 00:00:00,87.0750007625,32.0625,12.162499905,48.5625,23.9375,56.0,28.3125,40.5
22.418750285,2011-01-08 00:00:00,20.2875001425,22.98124981,19.7874996675,72.1875,24.125,47.125,23.5,79.0
24.50625038,2011-01-09 00:00:00,21.4812500475,18.900000332500003,14.48124992875,63.375,83.9375,73.9375,79.3125,41.0
24.493750095000003,2011-01-10 00:00:00,54.4999995225,17.44375002375,11.99999988125,63.125,94.5625,187.125,91.8125,45.0
20.0874998575,2011-01-11 00:00:00,23.4750001425,21.1375000475,11.30624997625,64.8125,125.4375,88.3125,128.3125,48.75
21.424999715,2011-01-12 00:00:00,25.5687501425,38.025000335,12.4687497025,52.3125,94.5,28.625,94.6875,61.8125
37.54999947625,2011-01-13 00:00:00,36.425000665,36.83125042875,17.837500095,56.75,99.25,37.75,97.6875,44.5625
29.81249976125,2011-01-14 00:00:00,26.112499715,24.6000001425,20.4624998575,54.8125,76.5,43.5625,77.25,15.4375
28.3812496675,2011-01-15 00:00:00,46.81874942625,17.312499525,14.53750002375,49.125,27.0625,29.5625,28.0,16.5
25.13749969125,2011-01-16 00:00:00,51.44999981,31.28750014375,7.599999965,31.625,33.6875,60.3125,32.0,24.0
18.4312498575,2011-01-17 00:00:00,78.79374885624999,25.5,14.10625016625,17.625,63.4375,54.25,63.625,24.0625
14.57499992875,2011-01-18 00:00:00,75.88750171625,24.48750019,7.818750142500001,75.375,55.3125,45.9375,57.6875,26.6875
17.349999904999997,2011-01-19 00:00:00,74.01875019,28.1312503825,4.36249998375,81.4375,24.8125,91.8125,25.1875,23.1875
21.2499997625,2011-01-20 00:00:00,61.349999905,35.6687502875,5.324999988749999,126.5,34.3125,96.5,35.375,36.5
16.150000095,2011-01-21 00:00:00,45.5437502875,16.8624999525,4.88125002375,93.5625,42.1875,48.1875,31.0625,46.0625
27.61875009625,2011-01-22 00:00:00,59.13749980875,13.52499997625,8.93749994,79.25,15.375,108.9375,19.1875,52.375
36.41874980875,2011-01-23 00:00:00,73.28750038125,19.400000332500003,7.337499976249999,90.5,49.0,112.4375,48.25,35.4375
20.506249905,2011-01-24 00:00:00,50.7812495225,18.943749905,11.56249988125,27.875,58.1875,56.5,57.0625,43.5625
18.21875011875,2011-01-25 00:00:00,43.662499905,17.237499715,11.1374999875,20.1875,87.1875,56.875,81.3125,56.1875
11.28124988125,2011-01-26 00:00:00,69.6312503825,23.3937499525,17.93124997625,36.625,81.5,108.0,80.0625,34.3125
9.04374998875,2011-01-27 00:00:00,48.7687506675,41.5562498575,25.1874997625,56.5,73.125,106.125,77.375,39.375
11.91250002375,2011-01-28 00:00:00,48.24999952125,22.118750095000003,26.756249905,45.1875,26.625,91.375,25.5,57.6875
12.37500011875,2011-01-29 00:00:00,46.85624933125,13.9125001425,16.24375021375,30.0,60.3125,128.4375,45.5625,43.875
15.318749905,2011-01-30 00:00:00,58.962500095,15.868750095,15.33125007125,30.0,70.625,131.6875,86.1875,81.375
11.86874997625,2011-01-31 00:00:00,55.618750095,14.14999997625,20.55000019,30.4375,95.875,182.6875,78.3125,67.9375
9.8937499525,2011-02-01 00:00:00,20.26875019,18.16250002375,29.66875004625,36.375,61.1875,178.8125,54.625,34.25
12.86249983375,2011-02-02 00:00:00,18.2437498575,16.5312502375,29.48749995125,42.25,68.0625,154.375,75.875,37.5
12.0812499525,2011-02-03 00:00:00,23.3750002375,19.98124981,42.61249923625,77.625,94.0625,157.0625,80.375,43.9375
15.931250095,2011-02-04 00:00:00,23.21875,17.28125,41.15000009375,80.0625,45.0625,50.5625,45.1875,39.125
14.062499881249998,2011-02-05 00:00:00,22.8749997625,14.83125007125,40.73125028625,67.8125,52.3125,67.875,50.8125,43.5625
16.66250002375,2011-02-06 00:00:00,18.875,21.487499715,9.84374988125,71.1875,58.0625,87.875,64.8125,47.4375
19.2437503325,2011-02-07 00:00:00,30.62499999875,20.6000001425,10.86250007125,29.8125,73.0625,86.5625,68.75,62.0625
28.287499905,2011-02-08 00:00:00,39.974999905,18.2562501425,10.45625007125,39.6875,43.375,61.0,43.3125,64.0
16.687500118750002,2011-02-09 00:00:00,48.793750285,19.537499905,10.79999983375,57.625,13.25,81.8125,16.6875,49.0625
17.93124973875,2011-02-10 00:00:00,29.875,24.66874981,18.32499981,50.8125,20.0625,76.125,22.0,47.375
8.6437499525,2011-02-11 00:00:00,23.8125,27.106250285,21.0562498575,38.4375,25.8125,49.125,27.4375,52.4375
7.475000144999999,2011-02-12 00:00:00,40.2374997125,33.618750095,15.8562500475,76.5625,28.375,54.5,28.375,50.3125
11.28750002375,2011-02-13 00:00:00,18.3624999525,25.1687500475,14.33125001125,71.1875,28.75,72.9375,26.5,41.375
9.96875011875,2011-02-14 00:00:00,26.0312497625,23.381249905,16.88125002375,40.75,28.3125,75.125,27.125,30.75
11.9375,2011-02-15 00:00:00,34.86250019,15.2312500475,34.318749905,46.6875,46.5625,158.6875,43.0,27.6875
5.9124999625,2011-02-16 00:00:00,54.6812505725,14.74999988125,79.66874981,66.1875,47.5,133.5625,47.3125,21.875
17.39375019,2011-02-17 00:00:00,57.36250019125,19.64374947625,82.53124904625,55.375,53.8125,57.8125,53.8125,31.0625
16.25,2011-02-18 00:00:00,81.6937494275,18.65625,77.31250095375,23.6875,41.9375,42.875,40.6875,29.6875
8.31249994125,2011-02-19 00:00:00,45.618750095,16.668750047499998,53.66875076375,13.875,49.625,45.875,47.375,23.25
7.1000000850000005,2011-02-20 00:00:00,31.575000285,17.0437500475,24.1124999525,15.1875,60.0,51.375,59.5,21.75
5.6812500662500005,2011-02-21 00:00:00,47.84999990625,28.212500335,94.32500076375,22.375,37.3125,50.5625,36.25,33.1875
7.29375004625,2011-02-22 00:00:00,48.525000095,27.4437503825,93.05000019125,25.125,39.9375,49.375,41.75,40.625
5.93125006625,2011-02-23 00:00:00,36.95625019,14.0187499525,53.66250038375,20.5625,70.9375,72.6875,69.6875,29.875
8.14375001375,2011-02-24 00:00:00,46.0937504775,13.84375011875,52.2625002875,23.125,67.5,35.875,64.75,35.6875
7.09375,2011-02-25 00:00:00,41.29374980750001,9.21875006,35.23125052375,43.5,89.0,22.5625,88.5,33.3125
7.20625001125,2011-02-26 00:00:00,65.09374952375,14.53750002375,40.03125,48.875,86.5,42.0,85.5,31.625
10.43749994,2011-02-27 00:00:00,47.43749904625,15.38125002375,38.999999998750006,43.0625,76.0625,42.3125,51.8125,25.1875
12.80000019,2011-02-28 00:00:00,25.21875,14.0625,50.2062497125,29.25,89.1875,42.3125,54.8125,26.0
15.6875,2011-03-01 00:00:00,42.9562497125,14.437500118750002,62.1312494275,49.75,86.3125,38.8125,58.3125,25.6875
24.3749997625,2011-03-02 00:00:00,53.96875,16.1187498575,77.90625190875001,52.5,64.3125,115.0625,49.0625,25.375
26.92500019125,2011-03-03 00:00:00,36.3062498575,16.0249998575,29.349999905,32.0625,54.3125,40.1875,48.3125,27.6875
26.23125028625,2011-03-04 00:00:00,26.3062498575,18.89375019,13.5687501425,39.75,51.5625,36.5,53.3125,19.5
13.5750000475,2011-03-05 00:00:00,20.7000000475,22.7000000475,15.4937498575,53.0,69.625,46.5,69.0,13.9375
9.23125016625,2011-03-06 00:00:00,20.8875000475,32.12500000125,26.9000003325,30.9375,67.375,40.75,55.4375,19.6875
21.118750095,2011-03-07 00:00:00,23.0999996675,28.63749980875,27.224999905,81.5625,62.3125,50.4375,45.25,21.4375
21.46875,2011-03-08 00:00:00,28.78750014375,31.7437500975,10.381249905,32.375,54.25,53.4375,54.6875,23.8125
7.68750005875,2011-03-09 00:00:00,32.6187498575,25.1874997625,24.39374971375,28.5625,62.625,29.5,56.875,23.75
5.7562499025,2011-03-10 00:00:00,28.21875023875,13.75625002375,20.4874999525,40.875,54.6875,30.0,53.0625,28.9375
5.68749999875,2011-03-11 00:00:00,18.97500038,13.80000007125,29.4374997625,43.5,44.5,23.9375,45.0,29.8125
7.5125000475,2011-03-12 00:00:00,36.9624998575,17.906249881249998,29.6749999525,37.375,34.875,50.0,35.9375,37.4375
17.4375002375,2011-03-13 00:00:00,30.85624981,32.06249952375,30.5499999525,35.4375,33.4375,25.875,29.0625,23.8125
24.0499999525,2011-03-14 00:00:00,27.1499998575,27.393749715,32.14375019,43.0,33.625,35.5,31.1875,22.3125
24.0499999525,2011-03-15 00:00:00,30.66875004625,15.23749983375,32.025000331250006,57.4375,38.9375,37.25,41.0625,21.625
6.54999995375,2011-03-16 00:00:00,21.931250095,14.6062500475,35.181249856250005,62.0,43.375,99.875,42.9375,24.5
16.8124997625,2011-03-17 00:00:00,21.9562499525,14.23750007125,36.79374980875,47.875,54.0,45.8125,34.0,24.9375
20.6625001425,2011-03-18 00:00:00,16.2124998575,15.243750095,35.4375,47.25,28.3125,39.375,28.0,14.125
6.98749995125,2011-03-19 00:00:00,21.34375,22.55624962,28.3937498325,47.25,36.6875,41.125,34.125,9.625
6.5375000225,2011-03-20 00:00:00,22.4937498575,27.21875,29.15625023875,37.375,46.8125,36.4375,40.9375,31.0625
9.05000001125,2011-03-21 00:00:00,19.5,27.53125,50.5562505725,37.0,33.4375,37.5,32.9375,29.0625
22.28125,2011-03-22 00:00:00,29.87500047625,12.69999992875,43.98124981125,29.4375,35.75,35.875,37.4375,19.625
18.98749983375,2011-03-23 00:00:00,39.506249905,24.73750019,20.6187498575,24.0,35.9375,55.5625,34.3125,14.625
