o3_b011,o3_n043,o3_r001,o3_r012,o3_r701,o3_r710,o3_r801,o3_r811,o3_r831,o3_wol1
40.75,20.5625,27.5625,38.0,30.75,33.5,16.1875,24.375,17.1875,27.125
44.625,29.0625,39.875,43.1875,38.5,40.9375,22.75,32.6875,37.6875,30.6875
17.625,15.125,22.0,28.625,19.6875,23.75,17.9375,15.1875,17.8125,25.6875
34.5625,13.125,25.75,37.125,27.6875,30.1875,13.8125,26.6875,23.5625,26.125
44.0625,27.25,34.625,41.875,35.0625,40.0,22.875,35.6875,30.1875,28.9375
52.25,35.9375,38.1875,44.875,53.0,52.0625,37.625,46.0625,51.4375,32.4375
27.8125,21.1875,20.75,26.0,39.625,37.1875,32.6875,35.75,34.5,17.0
21.6875,15.25,21.5625,33.625,27.5,27.4375,0.5,22.1875,22.4375,13.4375
2.1875,2.0625,2.0625,2.1875,,,,0.0,0.75,2.1875
23.5,12.4375,13.0,17.4375,26.625,30.8125,15.6875,22.625,16.3125,11.5
47.5,23.25,25.0625,35.0,50.75,51.9375,34.5625,49.6875,59.1875,20.5
24.8125,25.8125,30.25,37.25,37.4375,38.8125,23.5625,41.625,39.5,31.375
58.75,52.0625,44.3125,51.125,57.9375,58.5,46.0625,58.1875,58.25,39.875
40.9375,,34.5,25.0625,43.625,52.25,45.1875,54.1875,40.125,29.3125
27.75,,14.875,24.8125,12.625,13.6875,10.5,16.25,12.75,17.5625
11.4375,,4.125,13.0,13.25,11.1875,8.0,9.25,4.4375,10.75
22.875,,14.875,26.5,3.0625,6.5625,3.5,4.125,,19.1875
38.625,,29.375,41.8125,34.625,26.6875,19.4375,25.8125,15.375,16.1875
52.8125,27.8125,28.8125,39.9375,42.6875,48.75,26.0,43.625,43.6875,24.5625
52.5,42.6875,33.4375,41.25,52.3125,51.1875,45.125,47.8125,60.5,38.375
41.25,21.875,29.3125,31.1875,34.5625,34.4375,12.8125,19.6875,33.0625,25.4375
43.625,24.1875,33.0,35.375,43.75,47.4375,19.6875,30.3125,36.125,29.8125
47.625,29.9375,40.0625,45.625,42.125,48.5,29.1875,36.625,25.8125,35.5625
59.1875,43.4375,49.9375,50.625,52.625,55.4375,42.25,53.375,54.3125,49.1875
41.5,27.4375,35.25,41.625,30.75,27.1875,29.4375,41.625,32.25,32.6875
39.25,29.1875,25.875,30.1875,36.125,39.8125,23.375,35.625,40.375,24.1875
47.75,32.5,30.875,37.25,38.6875,39.375,32.1875,43.75,46.1875,28.875
56.625,34.9375,31.5625,44.125,41.25,,29.75,38.125,43.5,34.8125
41.1875,25.4375,32.625,35.0625,39.4375,44.4375,27.6875,37.5,42.375,32.125
27.1875,8.6875,11.1875,19.0625,28.625,35.375,,13.125,13.4375,9.75
47.3125,19.3125,23.3125,33.6875,37.1875,39.5625,22.625,22.3125,46.5,18.25
13.0625,11.8125,22.0,11.8125,9.6875,26.3125,7.125,13.9375,14.875,14.5
8.8125,3.5,5.3125,10.5,5.3125,7.6875,1.625,4.25,1.75,6.875
13.3125,6.625,9.125,11.75,5.8125,5.9375,5.125,6.0625,2.375,9.0
20.0,4.5,5.0625,12.125,11.25,15.4375,7.625,7.3125,11.875,4.9375
13.125,4.875,7.8125,13.5625,26.6875,24.9375,0.4375,9.625,22.1875,6.5625
23.4375,14.8125,17.4375,25.625,28.125,32.0625,25.875,32.0625,31.8125,18.125
43.25,26.0625,41.3125,47.625,42.1875,46.5,40.5625,50.125,42.1875,47.3125
50.1875,27.5,27.25,38.9375,38.5,51.125,31.1875,42.0,50.0625,22.3125
46.0,24.875,26.5625,35.125,35.9375,40.375,28.625,41.9375,47.5625,28.375
64.25,52.75,51.3125,53.125,55.4375,60.3125,41.75,56.1875,52.625,50.625
21.5625,19.1875,13.8125,22.25,35.625,37.875,21.4375,41.6875,45.625,15.25
52.3125,32.8125,33.9375,39.375,47.5625,49.6875,26.0625,34.625,43.6875,33.25
55.625,37.5625,40.125,46.4375,44.3125,49.1875,26.8125,44.3125,38.5,37.75
71.5625,57.8125,56.3125,58.125,61.8125,65.8125,49.25,59.4375,54.1875,43.625
56.0,39.625,43.1875,48.5,43.1875,45.5,35.0625,40.875,28.75,45.5
37.5,27.4375,21.4375,25.9375,39.3125,40.5,27.5,35.8125,48.625,18.5625
25.25,16.1875,19.6875,24.125,18.4375,20.6875,14.9375,21.6875,23.875,19.75
46.0,41.25,32.0625,35.6875,42.3125,49.8125,38.0625,54.3125,55.0,28.625
13.375,4.0,6.1875,9.875,1.75,1.5625,,,2.8125,5.9375
7.375,2.125,4.3125,6.625,2.5625,,,,1.75,2.0
4.875,2.0,2.0625,3.3125,,0.3125,0.3125,0.625,,2.375
23.9375,10.3125,9.375,21.5625,12.6875,16.0,4.5625,4.0,,11.25
48.9375,34.625,34.875,44.8125,43.5625,48.8125,32.125,44.125,43.125,31.9375
55.4375,45.8125,47.6875,51.125,55.625,59.625,45.125,56.9375,57.375,43.9375
57.375,48.75,51.125,53.1875,53.875,56.625,46.625,55.1875,49.4375,47.9375
60.8125,41.75,45.875,52.875,53.3125,58.0,43.0625,57.0,49.8125,40.9375
61.875,53.3125,54.9375,57.1875,51.9375,54.4375,42.8125,45.125,51.3125,38.9375
49.5625,42.75,34.6875,45.1875,42.875,45.375,22.0,47.5625,49.9375,39.625
61.5625,39.125,39.75,55.375,49.5625,54.75,34.875,46.5625,48.25,41.0
70.875,56.3125,54.875,62.25,61.875,66.4375,51.6875,64.875,63.5625,56.375
70.8125,61.6875,62.3125,62.5,70.5625,72.75,54.9375,70.9375,66.8125,58.6875
81.125,72.4375,69.9375,72.75,75.0,78.375,66.0,79.0625,74.375,68.875
65.5625,52.1875,50.625,58.4375,41.125,47.5625,50.9375,45.75,38.625,50.875
78.5625,64.625,62.8125,70.75,71.3125,75.0625,57.625,72.125,71.5625,60.625
77.4375,64.4375,60.25,68.25,69.75,73.25,57.4375,70.6875,69.375,56.625
73.625,58.625,59.875,65.625,65.8125,69.875,58.125,67.1875,59.6875,59.1875
36.5625,21.25,21.8125,41.0,29.1875,28.9375,25.875,29.625,28.4375,32.25
32.375,32.125,26.0,28.0625,29.5,29.75,25.5,37.8125,39.4375,27.375
20.8125,18.4375,16.5,19.25,19.6875,26.1875,22.4375,33.375,34.9375,18.6875
14.625,4.1875,10.25,16.8125,1.625,2.5,,2.0,1.875,8.8125
29.5,23.1875,26.75,32.875,19.5,23.75,5.375,11.625,13.8125,25.875
10.1875,3.125,7.5625,15.9375,,0.0,,1.3125,,6.4375
2.0,2.0625,2.0,2.0,,1.875,,,,2.0
19.0625,8.5625,12.9375,18.9375,16.5,12.0625,,16.125,18.875,7.125
19.625,14.25,15.6875,19.625,10.25,12.5625,10.6875,19.25,22.5625,15.8125
55.0625,37.5,42.3125,51.9375,47.0625,50.125,34.125,46.5625,43.5,39.9375
70.375,48.1875,46.0,64.8125,54.875,63.4375,46.8125,50.8125,53.625,42.375
71.9375,60.3125,55.5,65.125,64.1875,68.75,53.8125,62.6875,60.0,58.5625
71.5625,57.4375,56.9375,62.8125,66.4375,68.3125,56.125,65.3125,65.375,56.1875
54.125,28.75,37.125,49.0625,47.6875,55.5625,33.625,44.75,54.8125,38.125
59.875,47.1875,46.375,56.8125,45.625,47.0625,38.75,46.875,34.9375,48.4375
49.6875,35.5625,37.9375,43.8125,52.125,57.5,26.125,34.5625,45.8125,38.875
38.6875,24.1875,26.5,40.0,30.0625,36.0,24.6875,30.625,35.4375,29.9375
52.9375,34.375,39.625,55.125,42.5625,49.3125,33.875,49.0625,39.375,41.75
57.0625,36.5625,44.8125,53.375,48.125,52.25,44.9375,51.25,43.875,45.375
71.1875,53.5,58.125,63.6875,60.1875,63.1875,52.5,63.5625,54.0625,58.0
33.375,18.25,23.875,32.4375,23.5625,26.8125,14.375,18.25,12.6875,23.5625
46.8125,34.4375,38.75,45.6875,42.875,47.4375,37.75,,48.5625,38.0
60.75,44.5,48.3125,53.8125,56.3125,59.5,43.6875,,56.1875,39.375
61.25,46.9375,51.25,57.125,63.1875,65.8125,49.875,60.25,69.625,48.25
35.9375,18.5,25.6875,27.5,22.375,30.1875,21.125,,21.6875,23.625
63.3125,43.6875,43.25,51.25,57.6875,62.3125,40.6875,56.0,61.625,43.75
54.25,33.5625,38.0,45.875,45.9375,50.0625,33.6875,42.6875,47.3125,44.3125
47.5625,31.5625,32.4375,34.5625,44.3125,47.625,35.1875,42.125,48.25,31.1875
24.4375,17.625,15.5625,20.25,16.625,19.1875,10.0625,9.8125,12.875,14.625
42.6875,43.9375,34.625,34.125,40.9375,43.9375,37.25,,44.6875,34.3125
22.3125,18.8125,15.9375,18.1875,20.3125,24.625,11.75,,32.5625,16.1875
20.25,16.25,12.875,14.625,16.75,20.4375,10.375,,26.5625,13.6875
30.6875,31.25,24.0,23.875,29.5625,44.0625,30.0625,,45.75,16.4375
17.0,6.9375,10.9375,15.1875,19.5625,23.875,9.125,,18.1875,13.375
40.8125,27.6875,34.8125,42.375,29.75,40.0625,12.5625,32.3125,26.1875,38.125
58.9375,42.9375,46.8125,57.0625,53.75,58.9375,40.3125,58.875,56.4375,47.9375
71.375,58.6875,53.9375,63.875,64.75,67.1875,53.8125,64.9375,63.6875,55.875
58.25,38.3125,37.125,53.375,52.0,59.125,40.5,50.875,61.25,34.375
65.5,47.0,49.125,65.1875,59.125,68.375,36.1875,63.875,56.75,56.25
56.875,39.0625,43.125,53.8125,51.625,59.9375,30.125,58.4375,46.875,50.0625
55.3125,45.25,46.1875,40.125,49.875,53.4375,20.125,50.9375,43.5625,48.3125
56.4375,32.8125,18.125,54.875,51.8125,56.6875,32.625,47.75,45.25,31.1875
24.9375,26.9375,11.0625,35.4375,37.375,43.0625,24.125,39.5,45.4375,17.0625
54.4375,38.4375,44.0,53.5625,41.9375,47.625,22.0,35.0625,35.75,42.0
31.5,23.0,30.375,36.125,31.9375,36.1875,6.0,9.625,8.875,26.0
16.0,14.125,10.6875,20.0,15.5625,17.25,15.3125,23.625,25.0,8.4375
51.4375,48.375,35.875,48.5625,47.0625,52.25,38.1875,51.4375,54.375,28.75
54.5625,46.8125,36.75,56.875,50.1875,55.125,42.3125,61.25,61.125,38.3125
53.9375,49.0,38.125,53.9375,47.1875,55.1875,36.1875,59.8125,57.4375,41.5
60.0,59.8125,46.625,60.8125,55.5,60.875,45.0,62.75,63.5,51.0625
65.75,65.5,51.125,65.1875,61.375,65.25,52.75,69.3125,69.5625,56.1875
60.25,50.625,39.875,56.625,38.5625,49.9375,44.8125,62.75,59.5,42.3125
68.125,59.625,48.625,43.5,,,36.6875,70.625,69.75,48.0
62.0,58.375,45.1875,,,,40.0625,57.9375,57.0,51.0625
54.875,54.5625,39.5625,,,,35.8125,55.3125,58.4375,49.75
46.375,37.75,30.6875,,26.9375,41.4375,34.0625,45.625,48.8125,43.3125
39.875,42.375,22.75,,37.4375,45.4375,16.0625,37.9375,38.75,35.0
64.4375,48.5625,34.125,,39.8125,49.25,31.0625,60.8125,56.6875,49.375
67.9375,41.25,47.1875,,57.5,65.125,8.625,58.9375,47.625,48.4375
68.0625,38.625,47.5,,30.9375,33.0625,36.6875,,24.0625,44.8125
50.625,31.8125,29.75,,40.5,43.3125,11.5625,36.1875,34.0625,30.3125
73.5,48.1875,43.5,,47.625,51.875,46.8125,62.25,62.5,44.5625
45.8125,32.75,30.25,,43.5,47.5,36.0625,48.6875,45.625,40.875
53.75,36.25,41.5625,,50.375,53.4375,33.375,43.5,49.625,40.6875
71.0625,50.375,54.5,,64.8125,68.75,37.0625,61.5,50.625,52.0
70.0,41.9375,38.75,,58.0,62.625,,28.9375,28.375,53.8125
47.875,35.75,,,51.5,53.875,,,,36.875
75.8125,49.3125,,,68.8125,73.1875,,,,62.0
51.5625,44.0,,,43.625,48.375,,,,49.3125
69.5,46.875,41.6875,,62.25,66.5,19.1875,,,40.1875
47.0,49.0625,40.375,,47.0,52.5625,45.875,57.8125,64.25,42.625
61.6875,62.5,56.875,,59.25,65.25,55.625,70.1875,68.0,57.5
61.375,55.4375,51.5,,62.125,67.375,59.625,77.125,74.9375,52.625
78.75,71.625,69.3125,,75.125,79.25,68.5,82.1875,85.375,58.5625
65.3125,50.3125,50.625,,74.5,75.375,56.75,69.625,75.125,35.5
49.4375,35.0625,44.5,26.25,50.75,53.625,37.9375,46.1875,49.6875,41.5625
71.25,44.3125,60.125,71.0625,60.6875,66.25,49.4375,70.125,67.75,54.4375
80.625,76.9375,68.625,79.1875,72.8125,73.75,64.25,83.6875,75.5,55.4375
55.75,52.1875,45.375,62.6875,49.9375,47.8125,33.0,55.875,45.1875,44.3125
13.9375,11.75,58.5625,74.1875,47.875,67.125,49.8125,67.875,70.5,8.875
,,47.375,60.375,45.8125,52.375,22.25,52.25,41.25,
,,53.1875,61.4375,65.4375,66.5,53.6875,64.8125,65.625,
,,72.125,83.8125,75.0,80.125,59.625,81.0625,77.8125,
73.0,59.875,66.9375,80.125,69.3125,75.0,54.75,68.8125,76.1875,
81.5,59.625,72.4375,82.75,71.3125,74.9375,62.25,,72.8125,66.25
71.1875,66.9375,56.8125,72.5625,77.5625,76.4375,59.0625,,73.75,53.0
78.9375,63.5,73.1875,81.75,72.25,74.75,54.8125,,68.25,64.0
72.4375,59.9375,68.0,76.0625,66.3125,66.3125,56.0,72.6875,69.25,64.125
77.3125,56.5,68.625,81.875,77.6875,78.1875,61.875,78.6875,69.875,65.3125
74.875,70.1875,64.0,79.9375,77.6875,78.0625,66.375,85.25,85.9375,61.8125
80.6875,65.8125,67.1875,85.8125,79.875,80.9375,61.375,86.1875,77.1875,74.25
88.4375,68.25,81.4375,93.3125,82.8125,83.125,73.5625,95.375,89.75,76.25
90.25,81.125,84.25,101.125,67.0,66.0625,68.9375,,73.6875,78.4375
41.0,35.8125,41.625,53.6875,29.0625,28.9375,42.1875,49.5,48.25,30.9375
84.875,64.3125,71.25,84.9375,87.25,86.375,64.125,86.6875,81.25,66.5625
66.25,55.375,56.875,72.5625,57.875,52.5625,26.3125,38.125,51.3125,41.5625
20.8125,17.5625,17.125,23.375,18.8125,20.875,20.875,33.125,33.0,12.8125
72.5,50.125,62.5,80.5,57.125,59.5625,47.25,64.0625,56.4375,53.0
70.4375,61.6875,62.875,76.125,73.5,74.75,70.125,80.9375,80.875,50.5625
84.25,69.875,81.0625,87.6875,82.625,84.1875,71.75,88.25,83.0625,70.875
77.9375,58.25,66.3125,82.375,81.625,82.1875,56.25,72.375,68.9375,59.1875
97.8125,70.625,90.5,103.0,96.9375,97.3125,74.3125,104.5,100.625,81.3125
104.125,81.25,89.0,105.5625,94.9375,96.625,82.8125,118.4375,112.625,78.125
121.9375,84.9375,106.5625,125.1875,123.375,125.9375,81.0,95.375,113.5,97.25
107.75,92.8125,100.5625,119.4375,97.0,94.125,89.8125,112.6875,100.1875,85.625
141.3125,137.6875,128.0625,149.9375,140.6875,136.4375,95.125,125.25,113.1875,106.8125
110.9375,94.4375,108.125,113.375,115.6875,113.625,98.25,119.6875,106.3125,91.3125
75.4375,63.875,66.75,75.6875,72.625,73.3125,60.5,67.5,,62.0
61.6875,50.9375,60.875,68.8125,62.625,60.75,54.875,66.125,57.6875,58.5625
81.25,65.4375,71.25,83.0,79.9375,82.5,58.6875,79.25,73.875,66.4375
81.75,64.625,70.6875,83.375,70.1875,73.0,67.5625,77.3125,71.5,63.5
93.5,61.125,85.0625,94.75,86.75,86.5625,55.6875,94.5,76.0625,81.875
72.0625,58.0625,67.75,75.125,63.5,65.1875,58.6875,71.1875,65.25,64.9375
32.0625,34.3125,31.125,36.0,49.1875,47.3125,32.8125,43.3125,58.0625,22.125
57.5625,45.8125,54.0625,59.4375,52.4375,55.25,50.75,55.75,48.6875,46.9375
81.9375,73.5625,78.5,82.375,82.375,82.9375,74.125,89.875,86.6875,67.625
92.0,72.3125,87.0625,92.5,86.25,90.0,80.0,96.5625,93.6875,79.3125
84.5625,83.75,77.1875,86.625,89.0625,86.625,76.6875,94.75,72.125,65.625
102.375,100.75,92.0625,105.4375,91.0,91.6875,94.375,109.4375,106.8125,77.75
124.0,121.4375,110.4375,124.0625,121.375,119.625,110.8125,127.3125,126.125,92.5625
120.375,112.875,110.75,117.4375,128.0625,123.5625,111.375,132.875,130.875,88.625
128.5,110.3125,111.4375,123.375,132.5,128.5,100.5,132.0,130.4375,93.875
129.75,127.5625,122.1875,136.0,143.0,138.375,124.25,152.625,148.75,107.375
88.375,82.375,84.8125,91.1875,78.9375,71.0,70.6875,93.4375,89.4375,73.5625
70.1875,66.875,63.875,72.75,78.875,72.9375,68.5,81.9375,83.125,60.625
95.0625,72.9375,83.625,85.4375,98.75,98.5625,79.8125,104.75,101.25,72.6875
106.75,98.125,93.75,95.1875,97.0,92.8125,94.4375,121.5,118.9375,78.5625
60.9375,63.875,57.3125,61.4375,71.375,64.5,64.9375,74.4375,78.8125,52.8125
67.5,62.1875,66.9375,67.1875,87.25,77.125,61.6875,75.625,86.4375,62.875
128.375,118.75,111.5,127.4375,115.0,119.875,120.375,140.3125,140.125,93.5625
75.625,76.125,72.8125,78.5,73.0,70.8125,65.9375,81.1875,80.625,62.1875
74.0625,71.5,67.75,73.125,76.375,72.25,70.875,82.0,80.4375,58.4375
74.4375,64.6875,66.875,69.5625,74.625,74.0625,65.125,83.75,78.0,54.75
59.5,59.375,56.25,61.875,67.0625,66.3125,62.9375,70.4375,69.9375,51.3125
112.0625,105.6875,103.0625,101.9375,101.6875,97.25,106.375,124.5625,124.125,87.625
109.375,103.0,103.375,99.5,119.625,113.4375,98.75,124.3125,121.6875,84.0625
93.25,16.4375,80.125,91.6875,94.875,92.5,87.8125,108.3125,103.375,62.5
85.375,80.1875,78.625,85.375,95.0625,92.5625,87.5625,107.625,103.0625,54.8125
90.1875,81.0625,81.5625,92.8125,109.375,105.125,75.9375,91.875,92.625,25.375
121.0625,97.9375,112.875,123.0,93.3125,85.6875,92.8125,120.0625,98.0,87.5
132.25,121.0625,115.5,121.3125,144.5625,143.4375,122.8125,148.0,145.5,93.625
94.0625,81.0,87.5,80.0625,103.9375,100.375,96.1875,101.5625,92.625,67.5
127.5,124.0,113.0625,129.3125,130.5,130.3125,114.0625,133.0625,133.8125,94.125
85.3125,64.9375,80.1875,81.25,102.4375,104.375,103.1875,127.5625,113.75,74.1875
85.4375,58.875,78.1875,82.1875,90.125,88.875,78.6875,100.4375,90.875,69.5625
91.6875,77.4375,82.5,99.75,93.4375,96.5,90.1875,112.25,104.375,72.875
49.75,37.5,46.5625,45.4375,61.6875,55.0625,43.125,49.5625,51.1875,42.8125
66.375,49.5625,62.5625,64.625,62.0,64.4375,50.375,63.8125,55.375,55.5625
99.75,92.9375,90.5,92.9375,95.0,99.0625,95.375,109.5625,101.375,73.125
115.625,104.1875,102.9375,114.8125,87.25,85.75,97.4375,107.1875,98.0,88.0
78.875,65.3125,63.125,68.6875,78.125,77.375,74.0625,83.875,79.5,49.625
144.6875,118.4375,121.875,127.125,84.3125,82.9375,114.75,136.0,131.375,95.3125
98.25,75.375,79.6875,102.1875,16.9375,79.0,57.9375,92.1875,78.0625,59.1875
86.25,75.0625,73.3125,92.0625,62.3125,55.0,38.0625,65.5,45.8125,55.8125
116.125,106.0625,104.75,110.4375,81.25,79.3125,86.0625,121.75,115.0625,93.875
120.875,114.4375,107.375,118.875,73.8125,71.125,104.9375,115.6875,108.875,94.625
84.125,75.5625,63.1875,82.0,92.75,94.875,70.0625,98.5,94.8125,52.3125
52.5625,50.5,43.4375,50.375,64.875,60.5625,56.5,62.0,64.25,39.9375
74.6875,65.4375,,72.0625,76.0625,74.0,60.625,76.125,75.875,48.75
67.375,45.8125,60.9375,66.9375,58.5,61.875,59.3125,67.375,66.0,60.0
93.8125,71.75,91.25,93.0,88.5625,92.75,64.125,96.625,95.875,75.25
79.5,67.0625,74.1875,78.0,65.1875,69.0625,68.0625,77.125,69.5625,68.8125
64.3125,54.0625,61.375,61.75,66.1875,70.0,54.4375,64.3125,60.25,55.4375
65.875,53.5,59.1875,62.1875,53.4375,56.0625,56.0625,48.9375,48.3125,52.875
37.8125,26.8125,20.8125,38.0625,30.75,33.5,31.0625,35.6875,27.625,34.25
55.8125,39.9375,51.5625,57.4375,22.75,44.0625,45.1875,47.75,41.3125,43.75
62.0625,56.625,54.125,64.1875,63.1875,63.375,55.875,66.4375,66.25,52.125
66.0,62.8125,57.9375,66.25,67.25,68.75,52.9375,66.625,65.5,52.9375
95.6875,87.75,84.1875,97.375,96.5625,97.1875,79.125,100.5,94.5625,79.875
80.6875,80.1875,75.3125,81.9375,78.1875,71.125,71.9375,80.125,74.8125,68.375
66.9375,61.8125,56.8125,66.5,68.5,67.1875,58.625,77.1875,65.125,51.75
103.875,99.3125,89.1875,101.1875,78.5,90.125,90.625,105.25,101.5,79.5625
109.1875,100.3125,91.5,104.3125,85.9375,90.375,94.3125,111.5625,106.125,76.25
129.875,118.5,110.8125,124.375,119.375,124.6875,110.0,132.25,131.3125,90.75
128.0,120.3125,111.0625,125.6875,108.5,108.5625,111.875,129.125,116.8125,100.3125
152.5625,143.25,139.375,139.25,135.5,153.4375,124.1875,142.0625,136.0625,116.625
118.25,111.4375,105.0,109.125,128.5,132.1875,100.75,121.875,123.875,94.6875
143.4375,131.375,122.625,133.875,140.1875,145.6875,119.4375,140.0,136.0,106.0625
155.1875,132.75,131.625,138.75,136.375,143.9375,134.4375,156.0,150.875,118.8125
151.875,131.5,140.1875,142.75,128.0625,120.9375,121.4375,152.0625,111.4375,128.75
104.0,96.375,91.8125,107.875,98.5,101.625,79.5625,104.25,93.125,80.5625
132.0625,124.6875,123.6875,131.8125,131.9375,138.1875,120.8125,144.5,134.375,108.25
122.0625,121.0625,108.3125,118.625,111.3125,116.5625,106.4375,117.8125,116.25,97.875
102.5,98.0,93.1875,97.5,85.8125,89.5,86.25,97.25,95.125,83.1875
77.5,70.75,69.0625,73.9375,57.875,59.0,62.0,74.0,70.75,56.4375
49.375,45.0,41.9375,48.5,55.25,53.9375,47.6875,59.4375,57.25,42.0
77.875,72.5,68.0,76.9375,79.625,87.0625,74.6875,83.125,81.0,57.3125
85.625,82.6875,73.5,82.5,70.75,79.25,53.9375,91.125,70.4375,66.3125
88.0,88.0,76.5625,85.6875,77.375,82.3125,63.5625,97.6875,80.9375,72.9375
99.5625,97.875,89.75,96.625,99.625,110.3125,89.8125,102.75,105.0,80.0625
119.625,115.875,109.1875,117.0625,124.0625,131.8125,108.0,124.1875,122.75,97.625
135.0,120.0625,120.75,124.9375,143.4375,147.6875,126.8125,146.25,149.75,109.25
83.375,73.5625,77.0625,81.3125,82.625,88.1875,68.375,73.5625,79.4375,71.6875
87.4375,78.0,80.5625,86.5,78.0625,81.0625,72.875,87.0625,84.125,73.875
120.625,109.625,115.5625,120.25,90.875,89.4375,98.5625,116.1875,104.625,106.25
88.0,80.6875,77.6875,83.125,80.375,83.375,80.3125,106.0,94.625,77.1875
118.25,118.75,108.4375,112.625,102.0625,111.4375,82.75,105.9375,100.5,103.0625
121.125,114.125,116.8125,115.1875,104.6875,114.4375,100.375,124.5,110.375,107.0625
129.875,121.1875,123.4375,108.75,113.875,126.3125,118.125,129.75,113.6875,112.875
142.375,133.375,131.875,139.6875,107.125,123.6875,131.875,162.375,131.9375,121.1875
159.125,158.1875,148.4375,155.3125,133.5,142.375,135.0625,149.375,137.0,134.6875
175.6875,140.25,160.125,156.5,167.125,176.0,157.875,184.4375,201.3125,125.625
137.375,101.75,122.8125,127.25,134.0625,150.8125,116.0,155.875,141.9375,89.125
72.6875,63.0625,67.25,73.75,65.4375,71.375,63.875,80.1875,76.8125,61.1875
79.5625,67.375,77.3125,77.4375,61.5,65.9375,73.375,78.75,70.625,67.0625
57.8125,42.625,54.3125,54.9375,54.0625,58.3125,42.5625,67.5625,63.125,44.9375
74.8125,61.0625,67.875,75.5,57.0625,59.9375,59.125,72.25,64.75,61.75
116.0,103.875,103.125,114.5625,72.125,79.25,56.4375,110.75,83.9375,90.75
125.25,121.3125,118.75,133.75,63.75,63.5625,92.0625,102.75,79.0,122.1875
196.75,186.625,183.1875,190.6875,157.25,168.625,160.9375,195.4375,171.125,163.75
124.25,117.3125,114.125,121.1875,81.0625,94.625,97.3125,116.9375,102.1875,99.375
88.3125,83.6875,77.8125,85.375,96.1875,102.4375,76.875,94.125,93.6875,65.0
143.4375,122.875,133.375,134.0,136.1875,145.875,133.8125,162.3125,159.875,118.125
142.375,109.25,131.75,134.0,131.375,143.4375,130.5,163.0,155.125,111.4375
68.3125,56.4375,64.0,68.25,65.25,71.5,58.8125,71.3125,70.3125,57.3125
52.5,44.0625,47.875,48.4375,41.4375,45.375,20.0625,49.6875,50.375,44.125
68.5,56.375,63.6875,67.625,59.0,65.5625,54.875,66.4375,65.75,59.875
75.5,65.625,71.8125,75.75,71.9375,78.4375,65.4375,70.875,73.9375,64.75
87.375,72.875,83.1875,82.1875,81.125,89.3125,78.6875,96.6875,92.3125,69.375
44.375,32.0,41.25,44.25,47.125,51.125,38.6875,46.1875,52.625,36.8125
58.5,45.5,53.0,57.0,59.25,62.75,51.5,53.0625,57.1875,48.5
53.5625,42.625,51.5,49.625,54.5,59.1875,,57.75,57.8125,44.8125
81.375,64.5,75.375,80.875,63.4375,68.125,56.125,73.875,65.1875,68.625
54.5,53.3125,48.9375,58.0,59.1875,57.4375,49.5,60.8125,57.375,43.0625
61.1875,47.75,56.625,56.1875,53.125,58.875,53.3125,64.75,57.0,50.0625
59.5,50.25,57.375,55.375,50.75,54.625,50.625,60.5,54.9375,49.5
28.3125,20.875,25.875,25.3125,23.6875,23.625,20.25,31.8125,39.375,24.25
65.6875,55.3125,62.3125,67.25,62.1875,64.5,60.5,61.625,56.3125,38.1875
57.4375,42.5625,54.0625,57.4375,46.0,47.875,42.375,54.8125,37.25,46.375
42.75,27.125,36.5625,38.3125,38.25,42.125,33.5,43.375,39.125,31.0
52.25,40.75,43.6875,51.625,52.0,57.25,43.5,54.0,52.75,42.6875
54.25,47.5,48.5,52.0625,54.5625,56.75,52.6875,53.25,53.875,45.25
62.375,53.75,59.5,58.25,56.5,61.625,55.9375,69.8125,65.6875,52.6875
54.75,38.8125,46.0,53.625,50.6875,56.0625,44.3125,56.5,50.75,40.625
45.5625,39.1875,42.9375,48.75,52.875,57.0625,50.0625,71.3125,44.0625,37.5
34.0625,38.0,39.125,38.125,46.5,44.75,38.9375,37.0625,42.25,24.375
55.25,58.5,50.9375,62.1875,56.5,62.375,56.375,64.75,62.5625,46.125
55.4375,54.75,43.4375,56.5,52.4375,59.1875,51.75,60.9375,54.875,37.5625
81.875,79.0,70.375,76.875,81.5,83.25,71.0625,82.875,81.6875,54.875
101.0,96.25,85.3125,93.3125,95.4375,99.875,86.75,100.375,98.4375,
42.3125,32.6875,27.3125,42.75,56.8125,60.1875,34.125,39.25,47.75,24.3125
77.1875,67.1875,62.0625,78.1875,59.625,60.5,51.8125,77.375,61.875,54.25
66.8125,47.5625,52.875,62.3125,59.0,71.75,80.0,88.9375,98.375,39.125
75.3125,71.125,66.5625,74.5625,74.0,72.5,52.9375,82.1875,85.0625,65.3125
60.3125,42.9375,47.375,59.125,56.5,61.375,51.3125,61.125,59.5,48.9375
64.125,52.125,56.875,61.375,56.4375,61.125,52.0,62.75,58.125,54.125
84.5625,67.75,79.4375,78.75,84.0625,89.5625,67.9375,90.0,90.0625,73.6875
64.875,47.125,55.5,60.1875,64.0625,69.1875,48.1875,57.9375,54.375,
77.5625,59.8125,68.4375,72.375,64.625,71.3125,57.8125,73.9375,74.4375,
30.75,29.5625,25.1875,29.0,34.25,43.625,33.0,39.125,38.875,
49.8125,51.75,38.25,51.0625,60.6875,63.6875,50.5625,61.75,59.5625,36.1875
