o3_b011,o3_n043,o3_r001,o3_r012,o3_r701,o3_r710,o3_r801,o3_r811,o3_r831,o3_wol1
102.875,92.0,82.5,112.6875,65.5,74.25,103.0,111.75,91.25,67.5
144.875,120.375,105.5625,141.75,53.375,98.5,113.625,123.75,118.125,88.75
145.1875,126.375,109.9375,145.375,118.625,131.625,127.5,131.375,132.625,95.1875
109.0625,98.4375,87.3125,108.0625,76.5,86.25,93.0,97.25,93.25,72.3125
77.9375,73.1875,65.6875,,60.375,64.75,65.875,66.75,67.625,52.3125
63.75,54.125,51.625,63.6875,70.0,69.0,60.625,71.5,73.375,39.1875
93.3125,53.4375,79.125,90.5625,84.375,98.625,78.375,93.875,91.625,59.625
57.0,29.25,46.9375,57.125,48.75,53.0,43.625,50.75,41.875,35.1875
51.5625,32.6875,42.4375,50.125,50.25,56.375,45.5,49.25,50.25,29.5625
65.25,37.75,53.5,66.0,59.875,65.0,49.75,63.125,59.0,41.875
73.375,56.625,61.8125,72.625,66.25,73.75,67.0,72.5,73.0,48.4375
74.3125,58.125,65.6875,75.5,64.125,68.0,63.625,70.0,67.375,48.125
57.6875,39.375,35.125,52.8125,77.875,81.125,75.75,87.75,92.875,23.125
109.0,57.0625,71.375,86.9375,104.125,109.125,85.75,124.875,95.125,51.5
69.8125,54.875,47.9375,73.6875,50.875,60.875,84.75,87.5,87.0,36.375
84.0625,42.8125,66.6875,73.875,93.875,98.125,52.375,73.875,70.25,37.5625
60.625,37.125,49.9375,57.4375,46.0,50.625,50.75,52.0,48.625,33.375
62.75,43.9375,55.375,64.3125,53.75,58.625,47.0,61.375,54.625,43.3125
63.4375,46.75,53.0,60.375,55.125,61.0,54.25,59.625,57.875,39.875
39.6875,22.9375,31.0,44.1875,40.625,42.125,31.375,38.375,32.5,22.3125
59.1875,51.625,44.3125,63.1875,53.875,50.625,53.375,51.625,46.75,33.1875
63.0625,42.25,52.0625,62.0625,68.375,70.125,53.875,71.125,69.5,36.625
57.25,45.9375,48.875,62.75,51.75,54.875,42.75,54.375,58.0,33.125
46.6875,26.125,40.625,47.1875,33.25,42.75,33.875,32.0,41.25,29.6875
58.5,54.875,44.3125,62.625,43.875,40.25,64.5,45.625,50.25,35.75
67.0,49.0625,61.125,68.0625,51.875,56.25,55.625,63.25,60.25,42.625
38.0625,16.875,28.75,37.3125,29.625,35.125,32.75,24.625,22.875,20.625
66.8125,30.9375,53.375,68.1875,62.75,68.375,54.0,71.25,66.875,43.5
38.5,15.0,32.8125,31.0,30.625,24.875,20.0,22.375,22.875,21.0625
38.25,21.0,29.0625,38.4375,27.5,34.125,30.375,36.5,37.375,22.0
40.375,37.25,28.375,41.75,40.875,43.25,35.875,41.125,43.25,17.875
124.4375,102.5625,93.5,112.875,116.5,117.375,110.375,117.5,115.75,95.5
120.4375,100.9375,95.9375,120.125,116.625,121.0,110.625,114.75,111.125,94.9375
130.6875,110.8125,97.4375,128.5625,106.75,115.875,109.125,117.375,114.375,102.125
103.25,92.8125,84.0625,114.375,53.875,62.875,82.5,85.875,72.0,91.3125
62.125,57.3125,46.9375,65.5625,60.25,64.0,59.625,64.875,57.25,55.4375
67.625,63.8125,53.1875,71.8125,69.0,72.25,68.75,72.875,68.25,56.4375
54.625,49.9375,43.9375,57.75,46.75,51.25,52.5,53.5,48.625,42.75
97.6875,84.625,79.5625,97.6875,80.75,82.75,87.0,96.625,87.25,82.0625
125.125,112.8125,110.6875,121.25,101.125,98.75,101.25,99.375,98.5,114.625
121.8125,100.1875,94.9375,124.9375,102.0,104.5,101.125,120.125,109.125,102.75
132.125,117.6875,105.8125,134.75,120.375,133.625,124.875,130.125,116.25,108.5625
130.6875,109.4375,101.4375,134.75,108.75,113.25,120.125,123.75,115.375,103.3125
111.9375,88.5625,,106.0625,78.875,85.75,100.5,105.875,98.875,82.75
90.0625,74.125,61.5,85.4375,84.875,90.25,71.125,79.375,76.0,62.0
73.5625,65.5625,50.75,70.0,56.375,60.5,56.0,60.875,60.5,54.0
134.3125,110.875,101.25,122.625,132.25,137.75,118.625,129.75,126.0,105.3125
177.8125,148.625,146.875,178.4375,150.25,161.25,173.875,188.5,165.375,159.75
199.9375,179.125,168.875,188.5,149.5,159.0,168.75,188.5,148.25,179.375
85.75,59.5,74.875,85.25,74.125,77.125,72.5,83.375,72.125,71.3125
103.1875,68.875,90.0625,97.8125,95.375,101.875,97.375,111.875,106.5,86.5
98.75,65.0,75.375,91.625,73.5,70.25,82.375,95.75,77.125,89.8125
96.875,81.3125,74.5625,82.8125,104.25,98.375,90.25,93.25,93.625,81.125
72.6875,56.3125,66.8125,73.75,73.125,73.25,64.75,74.25,71.125,66.375
65.6875,44.375,55.6875,63.125,58.75,64.0,58.0,69.125,56.125,55.0625
52.875,33.0625,43.5625,53.5625,45.5,46.125,31.5,39.375,44.375,44.5625
52.0625,31.1875,42.6875,48.8125,46.25,53.5,44.375,54.375,53.75,40.0625
90.0625,51.875,61.1875,77.625,88.25,85.75,66.625,93.25,95.125,60.75
122.25,81.625,97.5,113.1875,118.375,119.75,98.375,126.875,126.5,93.25
80.5,64.875,70.25,81.5625,73.25,76.875,74.875,83.5,72.0,70.8125
97.5625,77.25,90.875,99.5,92.0,93.875,92.625,101.625,94.0,90.1875
98.0625,63.1875,82.9375,96.4375,98.625,98.375,84.75,105.25,93.875,82.8125
75.3125,59.5625,61.625,76.75,65.375,62.375,52.75,54.0,67.0,52.6875
37.625,29.625,21.625,37.25,32.5,36.25,38.875,36.625,32.875,26.3125
74.3125,68.75,59.875,79.875,76.875,72.5,60.5,75.25,71.125,61.4375
70.1875,46.4375,60.75,71.4375,59.375,63.875,66.0,79.125,72.5,57.5
69.625,61.1875,57.25,74.9375,73.625,73.375,61.75,72.5,70.0,62.375
65.5625,53.9375,59.5,64.1875,56.0,61.375,52.75,52.0,40.125,56.8125
54.9375,42.75,46.3125,62.4375,54.75,59.0,45.875,53.875,50.125,48.5625
56.625,47.0625,47.6875,61.25,60.375,58.875,56.875,46.25,48.625,48.8125
61.375,45.4375,54.8125,70.5625,65.875,65.0,31.75,47.25,58.5,53.125
49.5625,37.375,46.3125,50.5625,38.0,39.875,35.0,30.375,25.375,41.875
93.75,69.375,84.8125,98.5,75.125,77.5,62.75,78.75,64.5,83.25
69.5,55.875,64.5625,72.0,53.125,57.0,55.75,51.125,46.625,64.0
61.3125,40.125,47.0,48.1875,66.875,72.0,45.5,52.625,60.875,48.0625
70.5625,66.9375,56.4375,73.375,73.25,73.25,65.375,66.5,65.625,62.1875
91.5,65.6875,85.0625,94.8125,75.75,51.5625,66.25,66.75,61.125,70.5
117.5625,92.875,107.0625,119.6875,100.1875,103.75,99.375,109.375,100.25,99.0
65.4375,61.6875,56.375,59.75,32.5,18.3125,35.875,42.75,37.5,52.625
132.875,99.9375,101.4375,117.875,132.3125,133.125,95.75,113.125,109.75,5.4375
84.25,45.125,67.875,62.1875,76.9375,74.8125,42.875,66.75,54.375,68.625
62.5625,55.9375,54.0,58.75,71.5,69.375,69.75,76.875,76.25,52.25
82.3125,70.875,60.0625,77.0,83.4375,83.125,77.75,87.125,75.875,51.875
95.3125,85.375,72.875,99.1875,26.875,83.8125,94.25,100.75,91.125,67.9375
81.1875,76.625,60.3125,81.3125,89.8125,93.5,84.5,74.3125,70.6875,57.125
96.1875,63.25,87.25,101.1875,101.4375,41.25,93.0,101.375,93.875,82.75
62.375,35.0625,51.8125,65.4375,51.9375,60.0625,48.75,55.6875,34.3125,53.375
66.5,64.1875,52.0625,68.0625,71.1875,72.125,66.25,72.3125,68.625,60.0
59.1875,51.1875,52.25,63.625,61.25,62.1875,61.375,62.0625,60.875,52.4375
63.625,38.375,49.9375,63.125,53.25,55.5625,49.0,47.8125,47.0,49.5
60.3125,48.4375,44.4375,60.9375,45.9375,47.0625,38.375,42.875,48.375,32.3125
104.875,84.0,83.25,103.6875,91.0625,86.4375,97.0,113.125,97.25,76.5
127.0,67.8125,101.9375,124.125,119.8125,125.1875,98.25,132.9375,118.1875,101.6875
83.6875,55.6875,71.125,93.3125,60.5,57.4375,62.125,59.25,53.1875,71.6875
62.625,45.125,52.25,62.8125,65.0,67.625,55.375,66.5625,63.4375,52.5625
78.5625,61.1875,72.25,74.9375,75.125,76.875,72.5,80.0,77.375,66.625
55.8125,36.6875,45.5,56.375,51.25,51.375,39.75,44.9375,53.4375,47.1875
51.0625,32.125,42.4375,57.5625,52.4375,49.375,38.0,45.1875,54.25,40.25
47.25,37.6875,38.375,53.0625,53.5625,46.0625,57.5625,73.5625,72.4375,40.375
33.375,28.0,27.125,39.9375,41.3125,40.5,46.625,49.4375,58.1875,29.75
15.0625,7.125,14.5625,24.875,16.0625,20.125,13.0625,19.375,14.125,17.9375
37.875,29.5625,30.1875,40.0625,51.9375,45.875,55.6875,56.375,62.375,25.4375
61.3125,48.25,54.4375,60.875,62.125,64.9375,57.9375,62.375,64.6875,51.1875
60.0,39.8125,45.8125,61.5625,54.0625,58.0,54.0625,61.3125,65.1875,45.1875
41.1875,21.8125,31.75,40.8125,28.1875,43.5,17.6875,44.0625,55.375,31.6875
33.0,20.3125,21.125,32.6875,40.8125,37.5,27.5625,29.5,43.75,18.9375
51.25,28.8125,39.375,52.4375,41.375,47.5,36.25,5.25,33.875,41.125
36.3125,20.0625,26.5625,38.875,38.8125,44.0,37.5625,38.9375,33.5,21.875
48.3125,31.0625,45.9375,51.8125,50.9375,54.3125,44.0625,50.5625,50.4375,37.4375
44.4375,39.5,45.125,47.5,33.8125,33.9375,20.5625,26.5625,16.5,40.875
32.9375,28.0,23.8125,32.625,30.6875,29.8125,30.4375,42.75,40.0,19.9375
34.3125,32.25,28.5625,50.625,43.0625,42.3125,35.5,50.4375,43.625,27.6875
39.4375,20.375,31.0625,47.5,31.9375,29.0625,20.875,23.125,24.5625,23.375
45.375,36.25,25.5,34.5625,53.6875,53.75,35.875,54.0,53.75,20.5
26.1875,22.1875,19.5625,35.0625,27.4375,27.25,23.125,28.6875,27.5,14.5625
40.6875,37.8125,27.875,43.5,45.6875,47.3125,33.0,52.3125,56.1875,28.25
52.5,49.625,34.0625,48.125,56.1875,58.5,52.5625,62.8125,61.3125,41.25
46.5625,37.8125,30.6875,46.125,47.875,52.25,24.75,47.875,46.4375,33.1875
44.125,30.9375,25.9375,42.8125,18.4375,18.1875,23.9375,20.6875,24.5625,28.1875
53.8125,35.9375,28.875,49.75,37.125,39.9375,21.8125,41.0,41.375,40.5
49.625,27.9375,25.0625,29.75,22.75,19.9375,21.9375,29.125,38.25,35.9375
45.5,20.1875,33.125,46.8125,40.375,48.125,30.5625,39.75,30.1875,35.0625
26.4375,24.5625,16.5,33.875,30.125,25.375,31.75,22.3125,29.1875,18.25
36.375,29.8125,28.25,46.0625,56.375,52.9375,33.9375,27.6875,38.9375,27.125
39.3125,24.4375,31.875,45.3125,33.5,35.125,26.5625,22.0625,20.1875,19.3125
50.875,22.9375,41.125,52.0,26.4375,29.625,30.1875,36.25,31.125,33.9375
42.125,24.5625,28.875,41.5625,37.1875,42.5625,17.0,37.5625,42.4375,28.8125
51.875,34.75,39.8125,54.375,51.1875,51.0625,43.1875,50.6875,64.875,37.625
22.5,16.5625,7.5,18.8125,20.25,21.9375,13.875,22.25,30.3125,21.5
21.125,18.5,13.4375,25.125,24.0625,25.25,24.75,24.6875,32.9375,12.375
46.9375,37.1875,42.3125,50.4375,46.5625,48.5625,37.125,45.5625,37.9375,41.4375
35.4375,10.4375,18.25,39.875,28.4375,34.5625,21.4375,30.375,17.625,29.0
36.6875,23.3125,29.625,39.625,31.625,29.9375,25.9375,25.875,31.875,17.4375
31.1875,15.75,22.0,36.75,25.8125,31.5,11.25,18.8125,11.5625,24.6875
48.125,16.4375,24.625,48.625,39.625,44.375,43.125,41.625,40.0,39.5
46.125,24.0,28.125,43.375,31.9375,35.625,,26.0625,20.0625,33.8125
30.375,17.125,23.125,36.375,17.4375,22.125,,20.375,12.5625,25.5
53.875,40.8125,47.0625,55.75,52.375,54.5,,50.5625,37.75,47.6875
41.8125,23.0,30.5,45.9375,39.8125,41.25,,36.4375,21.0,35.875
45.125,23.4375,31.0625,47.8125,36.0625,44.25,,39.5,31.4375,34.9375
57.375,32.6875,40.8125,56.125,53.625,57.8125,,48.4375,48.8125,45.125
44.6875,17.6875,33.0,36.1875,23.75,26.9375,18.0,23.9375,16.8125,21.9375
33.1875,14.5,23.1875,40.0,22.3125,29.0,18.3125,27.625,14.625,27.9375
48.375,29.5625,34.875,48.1875,46.625,50.0,40.6875,46.5,43.5625,40.3125
71.8125,62.5,63.4375,69.625,70.6875,72.0,66.25,67.625,67.5,62.0625
67.0,53.1875,59.5,64.75,64.375,67.25,62.0,61.6875,70.0,58.875
60.0,48.4375,51.375,60.8125,50.8125,52.125,45.125,50.375,53.5,55.1875
44.9375,23.8125,31.8125,41.875,31.4375,38.6875,21.8125,38.625,40.1875,37.3125
51.3125,30.0,41.625,58.5625,37.5,47.5,35.6875,48.3125,38.5,48.625
44.875,31.0625,38.75,47.5625,42.9375,46.875,,46.25,39.0625,41.4375
49.9375,34.125,40.0,46.5,49.375,53.0625,,43.0,42.125,35.75
69.625,62.6875,63.375,68.5,61.875,64.0625,,63.75,56.5625,62.3125
58.8125,44.8125,49.9375,59.0625,55.6875,55.6875,,52.625,44.0625,51.75
34.125,16.0,19.0,33.5,31.5625,34.3125,22.875,21.75,27.3125,22.125
53.125,33.875,38.375,49.0625,46.0,40.0,30.875,32.8125,35.9375,35.8125
55.5625,41.9375,47.125,54.25,53.125,54.375,50.75,49.8125,50.625,47.625
39.3125,20.625,23.25,45.8125,19.9375,22.6875,15.25,21.6875,12.0,26.875
58.125,44.625,46.6875,56.875,44.8125,50.75,46.8125,54.3125,46.75,46.4375
50.375,40.5625,39.8125,52.9375,50.875,52.125,39.9375,47.375,54.6875,37.375
55.0625,38.4375,49.8125,57.75,44.75,52.9375,34.4375,50.6875,27.8125,47.8125
46.625,32.9375,41.1875,43.4375,44.125,47.0625,41.0,47.5,28.75,37.125
16.625,8.375,8.3125,25.8125,16.75,18.25,17.25,10.5625,21.25,9.8125
28.6875,20.4375,15.6875,27.3125,45.25,46.8125,27.5625,37.0625,43.5,17.625
23.75,17.5625,16.0625,19.625,25.625,16.375,19.6875,16.9375,24.25,10.5625
2.9375,2.0625,2.375,8.0625,2.3125,2.5625,1.0,2.1875,2.5,2.6875
7.875,4.375,5.3125,13.375,3.5625,3.25,2.625,2.5625,5.125,5.25
5.6875,2.75,4.5625,10.75,4.5625,4.75,2.9375,4.0625,6.5625,5.75
27.25,20.6875,15.9375,31.1875,42.0,38.6875,22.0625,32.1875,31.4375,14.625
36.0625,17.0,25.625,40.9375,34.5,32.25,16.125,31.125,26.6875,29.0625
17.1875,11.0,16.0625,15.4375,11.625,13.4375,10.9375,20.6875,21.375,9.0
17.9375,14.375,11.375,18.0,12.4375,28.5,12.875,21.1875,24.125,10.9375
17.3125,18.125,9.1875,16.5625,18.5,23.0,12.5,17.6875,22.375,11.125
45.8125,42.75,27.4375,43.6875,48.125,56.6875,41.875,51.375,56.625,35.5
31.375,30.9375,29.8125,42.0625,41.5625,41.6875,38.0625,49.5625,37.8125,32.4375
15.375,13.0625,6.9375,20.6875,27.5625,24.6875,15.0625,26.6875,24.8125,10.6875
5.875,2.375,3.6875,11.375,6.5,3.1875,4.125,4.875,7.6875,5.625
2.0625,2.0,2.0,4.0,3.5,8.25,1.0,1.125,1.3125,2.0
38.9375,17.375,19.875,36.4375,30.875,37.1875,32.1875,26.3125,35.375,17.5625
41.4375,25.625,24.0,37.8125,43.25,43.9375,37.75,37.0,48.0625,15.6875
19.3125,15.1875,9.625,22.6875,29.1875,30.875,24.8125,25.375,23.0,12.125
27.875,16.5,13.4375,28.4375,36.875,39.25,25.375,33.0,28.8125,16.5
6.75,2.375,3.3125,8.6875,4.125,2.1875,2.8125,3.875,1.8125,3.75
9.0625,3.875,3.75,9.5625,15.25,16.4375,8.25,12.4375,17.1875,4.625
60.8125,38.375,40.6875,57.4375,57.0625,62.4375,55.75,6.75,62.0,40.5625
56.375,40.0625,40.75,54.125,59.6875,62.625,57.5,51.4375,60.625,42.5
42.625,11.5625,12.5625,33.125,21.5,31.375,21.125,24.9375,28.0625,16.875
47.1875,27.5625,32.0,46.5625,45.9375,51.125,39.6875,44.5625,47.9375,33.8125
45.3125,21.9375,30.25,45.375,44.125,46.5625,31.5625,42.75,34.5,36.25
8.5625,4.125,3.5625,28.75,7.875,13.5,2.375,5.125,3.625,14.375
3.9375,3.3125,2.5625,9.0,4.0625,3.5625,1.4375,3.0,2.25,3.25
7.5625,3.0625,5.4375,14.4375,6.8125,8.25,2.375,4.75,3.9375,5.8125
22.4375,8.4375,11.875,32.9375,4.5625,5.4375,5.0,8.1875,5.25,15.9375
27.9375,15.125,22.5625,40.375,22.25,35.5,15.3125,22.5,31.6875,26.0625
56.875,47.25,49.9375,58.75,42.25,51.4375,41.4375,52.875,38.5625,51.6875
49.5625,35.8125,39.75,60.0625,35.875,45.625,38.9375,44.125,26.0,47.6875
42.125,26.4375,12.9375,51.125,28.8125,31.6875,5.0,32.875,19.0,41.9375
41.375,29.375,35.0625,49.0,27.0,44.125,22.5625,29.125,15.3125,37.25
54.1875,37.9375,45.25,60.25,48.875,57.6875,31.4375,48.4375,55.125,46.1875
34.375,14.8125,18.5625,41.1875,29.4375,32.0,20.4375,25.9375,23.5,22.0625
55.125,45.1875,48.125,61.375,53.125,54.0,43.625,52.5625,42.3125,51.75
66.6875,47.5625,51.75,64.125,56.375,64.4375,53.375,61.25,63.0625,52.5
61.8125,44.1875,52.375,64.125,57.25,60.5625,53.5625,62.4375,47.125,56.6875
67.4375,57.3125,62.25,66.75,63.125,66.625,64.5,61.5,56.125,53.0625
68.0,55.4375,60.75,66.3125,63.5,66.75,56.625,65.25,52.6875,56.8125
38.0625,28.1875,30.9375,42.8125,35.4375,43.75,19.375,25.875,36.75,31.9375
59.1875,45.25,54.625,60.75,56.5,61.6875,50.625,56.125,38.25,44.8125
67.6875,51.0625,57.875,65.6875,61.0625,65.875,54.875,63.9375,46.5,58.75
49.875,36.6875,39.0,48.5625,38.4375,42.25,39.0,42.0625,37.25,39.9375
53.125,34.5,44.5625,57.125,48.1875,56.1875,38.25,49.5,36.0,46.1875
46.5625,33.5625,37.5625,52.8125,39.875,47.875,32.1875,46.1875,29.4375,44.8125
67.875,55.125,60.6875,67.4375,57.5,62.9375,52.5625,64.3125,55.875,60.625
60.75,37.8125,52.5625,60.6875,58.125,60.3125,53.375,58.25,47.0625,54.4375
66.0625,49.0,55.4375,69.75,59.3125,64.125,56.0625,60.75,60.5,55.625
67.125,54.5,60.3125,68.0625,61.625,65.0,54.625,62.125,41.1875,60.625
63.375,44.6875,47.375,61.25,54.5625,59.0625,53.75,56.9375,49.625,51.375
58.6875,44.4375,51.75,53.3125,55.75,57.9375,50.5625,56.8125,38.0,52.25
68.0,38.75,59.625,68.9375,63.6875,65.875,59.8125,65.0625,51.5625,60.75
59.4375,25.75,36.75,61.5625,44.8125,46.4375,39.625,44.5,40.875,48.375
59.75,38.4375,38.6875,57.375,43.5,47.75,45.9375,40.6875,45.75,39.875
38.6875,23.25,27.1875,44.0,33.125,37.1875,28.375,31.5,27.6875,32.5
48.75,24.625,28.875,46.875,35.8125,39.875,42.375,46.3125,37.375,37.5
42.5625,25.0,23.625,48.375,30.625,35.8125,14.8125,34.4375,32.6875,35.75
41.9375,21.9375,27.0625,45.4375,36.3125,44.75,32.0,33.6875,32.375,32.125
43.6875,9.5625,14.4375,47.625,35.4375,38.875,11.3125,18.375,20.0,36.9375
36.1875,22.6875,31.75,46.0,37.5625,46.625,15.0625,26.5625,19.25,35.125
39.5,33.125,43.875,52.6875,43.3125,49.6875,33.0625,43.8125,19.25,43.625
59.25,43.25,39.125,64.5625,54.8125,59.75,47.75,56.375,32.375,54.6875
45.1875,28.75,35.6875,48.5,34.125,40.0625,21.9375,35.9375,26.75,41.0
34.1875,24.5,25.5,38.9375,33.875,39.8125,21.0,25.5,25.8125,31.3125
28.75,18.8125,12.5625,26.5625,50.6875,49.3125,5.3125,3.1875,1.9375,16.6875
32.875,20.6875,25.625,38.1875,7.0,21.0625,4.375,14.4375,16.3125,26.8125
43.8125,35.5625,41.75,49.5,40.25,45.8125,29.8125,45.25,35.0625,44.3125
41.9375,26.5,32.5625,42.625,32.9375,39.4375,24.3125,21.25,28.5,33.6875
36.625,19.625,20.8125,35.375,32.4375,33.875,27.6875,23.625,37.0625,19.5
59.75,43.625,48.625,60.875,46.9375,55.3125,47.125,49.875,39.25,48.0625
66.375,53.875,53.0625,63.6875,51.0625,57.5,59.75,55.6875,63.3125,55.0625
68.1875,46.5625,50.9375,66.1875,48.9375,54.0625,38.625,50.5625,45.5625,46.375
53.1875,40.75,47.0,58.6875,44.0,53.4375,34.9375,51.0,33.5,50.375
39.8125,22.3125,31.0,46.0625,37.5,42.0625,15.375,35.75,35.75,40.5625
20.75,14.3125,9.8125,25.625,6.0,11.5625,10.8125,15.4375,13.4375,12.6875
47.25,31.75,35.5625,51.5,35.125,47.8125,24.25,40.8125,31.0,41.25
64.1875,45.1875,55.625,64.25,56.75,62.25,51.625,60.25,51.6875,55.5
53.6875,38.4375,45.0625,57.125,49.375,55.875,44.5625,53.25,46.5625,45.5625
46.25,27.0,25.8125,46.6875,32.3125,28.8125,18.375,37.6875,35.5,37.375
61.0625,33.1875,46.625,65.875,48.8125,54.875,37.75,54.9375,43.625,51.25
65.0,47.125,56.0,68.375,59.4375,66.4375,49.5625,62.3125,40.6875,57.125
67.1875,48.8125,56.6875,64.9375,61.1875,64.625,35.75,61.6875,48.4375,57.9375
59.1875,45.75,52.625,60.375,40.3125,49.625,41.25,44.375,41.9375,53.875
67.4375,55.3125,59.1875,70.0,64.3125,70.125,55.25,65.3125,54.5,58.6875
75.5625,62.8125,65.6875,74.5625,70.5625,75.0,69.0,72.1875,70.5625,65.375
48.875,36.125,36.0625,52.0,43.9375,52.3125,22.75,41.8125,35.125,43.0625
66.0625,41.6875,51.9375,69.5625,,59.625,47.5625,60.3125,48.375,53.875
63.75,44.3125,56.3125,65.125,59.375,67.1875,48.25,59.25,43.0,55.8125
67.8125,43.9375,58.0,52.9375,61.0625,64.4375,58.25,61.25,51.5,58.9375
50.0,36.6875,36.4375,56.3125,45.1875,55.1875,42.125,48.9375,37.5,47.4375
77.5625,63.875,67.8125,74.9375,72.5,75.0625,73.9375,74.0625,66.8125,67.875
67.1875,54.3125,56.875,64.0625,60.875,66.9375,58.5,63.5625,62.9375,56.8125
54.9375,29.375,41.4375,59.5,39.5,51.3125,34.5625,48.875,39.75,45.875
39.5,32.8125,36.1875,48.1875,37.1875,39.125,10.375,21.3125,15.0,43.6875
39.3125,18.4375,24.125,43.0625,21.125,31.1875,16.5625,20.8125,18.4375,23.375
46.0,26.9375,37.875,50.875,39.25,46.625,26.3125,34.625,23.625,36.875
67.3125,42.4375,48.6875,65.4375,54.75,59.125,51.375,57.4375,56.5625,51.3125
63.0,43.5625,47.3125,63.4375,,,50.8125,61.0,58.8125,50.75
71.75,53.3125,62.9375,73.6875,,,56.875,63.1875,48.1875,62.8125
60.0,32.1875,48.4375,64.875,,,22.375,52.125,38.0625,52.3125
60.4375,34.0625,52.8125,66.0,,,39.9375,57.875,32.5625,57.3125
54.625,32.5,39.8125,57.4375,,,31.0625,47.25,43.6875,40.5625
52.125,27.4375,40.0,58.375,,,31.0,34.0625,24.5625,45.0625
47.125,31.875,39.0,56.875,,25.0625,27.75,55.6875,50.5625,42.375
45.3125,33.25,32.3125,49.1875,29.8125,32.9375,24.1875,41.5,33.3125,39.25
73.0,56.3125,63.4375,75.1875,65.4375,70.5,60.1875,74.1875,68.3125,67.8125
67.0,36.4375,58.625,69.75,61.125,66.625,47.0,60.125,53.8125,62.4375
45.9375,23.5,33.375,53.1875,40.25,39.6875,34.125,43.4375,,36.8125
46.375,37.6875,30.5625,55.4375,47.4375,48.875,38.5,46.4375,,26.5
64.625,28.9375,46.4375,71.9375,54.375,67.0,40.8125,52.75,,50.4375
61.25,33.8125,44.9375,69.875,51.625,60.25,27.875,34.375,,48.0625
67.8125,48.0,46.75,70.1875,65.375,71.75,,,49.1875,56.375
94.8125,68.125,83.6875,95.4375,82.0,90.625,,,,82.0
45.8125,37.0,28.5,57.9375,56.5625,57.5625,,,38.0,26.3125
52.25,42.0625,38.3125,53.4375,51.3125,55.875,,,65.75,33.375
32.375,25.75,15.375,42.0625,26.25,27.8125,,,33.8125,16.875
38.0,32.1875,23.75,43.0625,27.4375,30.625,,,34.1875,24.3125
51.4375,31.75,31.3125,62.5,44.8125,56.3125,25.0625,31.875,43.875,28.875
66.875,58.75,46.1875,67.0625,70.3125,,64.5,75.8125,73.375,49.0
65.0,52.5,51.0625,67.9375,65.5,,65.5,67.625,59.0,50.625
23.625,8.125,14.375,32.4375,54.3125,,49.375,52.0625,50.375,20.0625
,,,62.9375,60.3125,,51.0,58.75,61.0,43.5
,,,54.75,57.25,,51.4375,62.125,69.6875,40.4375
80.25,48.5,70.5,88.875,71.5625,81.8125,67.6875,86.8125,69.0,71.9375
71.9375,48.25,53.8125,72.4375,67.8125,77.75,59.375,70.9375,73.1875,58.375
77.0625,59.5625,62.0,75.375,76.125,81.3125,67.5,78.5,79.6875,57.875
75.4375,62.0,66.9375,74.5625,66.1875,72.375,65.0625,70.5,64.25,61.625
63.125,48.5625,49.8125,47.3125,67.9375,64.75,45.0,69.125,66.625,40.4375
66.4375,52.625,48.8125,66.5625,61.6875,65.625,42.5625,62.5,59.0625,52.5625
59.6875,49.625,42.3125,26.8125,69.6875,73.5,61.375,70.6875,62.8125,42.875
44.5625,28.0,31.625,10.125,60.6875,63.3125,18.9375,30.125,21.8125,26.375
52.9375,40.625,38.1875,,44.0,46.8125,40.8125,72.8125,65.5,40.5625
95.5625,65.8125,71.4375,,84.5625,90.5,72.75,95.625,93.25,78.125
92.6875,,70.0,,69.0,65.3125,69.25,97.4375,88.3125,67.8125
77.1875,,70.75,,68.875,63.9375,62.5625,89.9375,24.1875,12.4375
83.5625,62.8125,73.0,,62.75,80.4375,73.125,60.1875,71.5,
87.3125,59.5625,76.4375,61.4375,83.8125,87.125,60.1875,94.8125,82.6875,
72.75,41.625,63.0625,81.375,68.3125,76.5625,57.125,75.4375,66.3125,
38.5625,27.6875,29.9375,44.75,39.125,48.25,19.625,21.1875,32.25,22.875
81.5625,65.8125,76.125,88.9375,83.875,39.875,67.0625,80.875,69.375,69.4375
54.125,44.5625,47.625,57.875,46.125,,45.1875,56.375,46.5625,46.4375
62.6875,43.125,55.8125,69.125,54.0625,48.9375,47.0,63.8125,48.1875,52.25
78.6875,56.25,64.0625,78.8125,75.1875,80.125,67.6875,76.75,73.9375,58.75
78.0,56.25,63.6875,82.0,74.0625,77.6875,78.3125,79.5625,74.9375,59.75
80.0625,58.5,69.4375,75.3125,64.4375,65.875,56.6875,72.4375,64.9375,62.5
73.875,72.3125,54.6875,78.0625,73.375,75.75,76.9375,76.6875,71.3125,56.9375
83.5,68.625,69.25,90.1875,81.5,89.0,75.0,84.0,76.125,71.1875
83.875,72.875,72.3125,88.0625,72.8125,72.75,80.875,73.75,73.3125,71.75
80.125,74.125,65.875,83.9375,75.0625,83.1875,71.875,88.375,83.6875,68.875
72.1875,64.375,56.5625,71.8125,66.125,67.3125,74.75,66.125,63.9375,56.0
86.5,69.375,69.625,86.5,79.375,79.0625,58.1875,85.625,77.4375,69.1875
84.1875,63.1875,72.0625,87.4375,54.1875,58.625,70.625,71.8125,68.0,69.375
83.25,76.375,67.5625,84.875,80.6875,83.25,79.0,85.0625,79.625,66.0
